Time,Diet,Cycle,MouseID,EE,EE_30,VO2,VCO2,RQ,VH2O,updateN,uptakeSum,AllMeters,PedMeters,PedSpeed,Walk_pct,Still_pct,Sleep_pct,Sleep_hrs
Cycle1:07:00-08:00,HFD+LXN,light,34,0.4591104,0.438463,1.481935,1.158229,0.7798937,0.05758405,1,0.2033036,3.766449,3.119141,0.006815205,16.30556,79.66667,78.05555,0.7802778
Cycle1:08:00-09:00,HFD+LXN,light,34,0.4487168,0.4995759,1.610895,1.324573,0.8214825,0.0458126,2,0.05646801,1.597198,1.243927,0.005884484,9.133814,89.03387,87.17379,0.8719444
Cycle1:09:00-10:00,HFD+LXN,light,34,0.4945345,0.4861274,1.795793,1.458093,0.8088797,0.05951213,1,0.01396179,11.56168,8.716309,0.009105348,35.91667,59.05555,51.27778,0.5125
Cycle1:10:00-11:00,HFD+LXN,light,34,0.5102329,0.5085027,1.756902,1.385329,0.7873488,0.06463128,1,0.09383392,6.738464,5.406418,0.007716898,27.46459,69.17523,64.45432,0.6444445
Cycle1:11:00-12:00,HFD+LXN,light,34,0.4677132,0.4248924,1.659209,1.358875,0.8137599,0.06990478,3,0.1860418,8.425201,5.855682,0.007001169,32.60205,58.56707,49.6251,0.4961111
Cycle1:12:00-13:00,HFD+LXN,light,34,0.5341596,0.5450397,1.685722,1.323268,0.7846844,0.0849165,1,0.08030224,2.293304,1.746445,0.005705391,13.2704,85.1749,82.53748,0.8255556
Cycle1:13:00-14:00,HFD+LXN,light,34,0.4556384,0.4692837,1.659007,1.357507,0.817171,0.02676344,1,0.1068163,5.151611,4.0672,0.005842437,25.41667,72.38889,66,0.6598611
Cycle1:14:00-15:00,HFD+LXN,light,34,0.4747666,0.4496415,1.718626,1.364553,0.7922836,0.05986263,1,0.1062143,7.684906,6.257202,0.007873823,32.17657,64.99167,54.99722,0.5502778
Cycle1:15:00-16:00,HFD+LXN,light,34,0.4877318,0.4364853,1.603398,1.295524,0.806544,0.02824594,1,0.1545601,4.770416,3.801102,0.006321157,20.69445,76.27778,72.97222,0.7297222
Cycle1:16:00-17:00,HFD+LXN,light,34,0.4892587,0.4653887,1.630576,1.33516,0.8171701,0.05072632,2,0.1086378,3.732758,2.865051,0.006277071,18.57817,77.25632,73.8406,0.7386111
Cycle1:17:00-18:00,HFD+LXN,light,34,0.4887746,0.5291144,1.787717,1.471748,0.8203092,0.05718243,1,0.1696229,4.839813,3.595963,0.005834822,24.99306,69.95279,65.73174,0.6573611
Cycle1:18:00-19:00,HFD+LXN,dark,34,0.5586503,0.5985017,2.073799,1.699145,0.8184026,0.05299618,4,0.2780018,20.96603,17.19594,0.010379,60.93837,32.70405,25.56913,0.2555556
Cycle1:19:00-20:00,HFD+LXN,dark,34,0.5875207,0.5676339,2.102148,1.707662,0.8121592,0.05663895,2,0.3249564,20.81842,17.19385,0.01336178,50.41667,37.11111,33.27778,0.3325
Cycle1:20:00-21:00,HFD+LXN,dark,34,0.6459519,0.5765483,2.113935,1.666856,0.7883106,0.08491859,3,0.2277541,17.42822,13.55618,0.01108435,51.47141,42.19878,34.89728,0.3490278
Cycle1:21:00-22:00,HFD+LXN,dark,34,0.5355783,0.5288913,1.881998,1.481233,0.7832889,0.1129824,0,0,7.681854,6.202515,0.01005031,28.75,71.22222,61.94444,0.6193056
Cycle1:22:00-23:00,HFD+LXN,dark,34,0.6123235,0.5354799,2.081717,1.611398,0.771541,0.1114549,2,0.08986282,20.49164,17.03793,0.01245504,52.95751,41.26632,34.65704,0.3463889
Cycle1:23:00-00:00,HFD+LXN,dark,34,0.5253393,0.5973122,1.919844,1.510959,0.7826488,0.1052524,2,0.2419066,7.358795,5.225861,0.006959163,32.43544,61.62177,56.92863,0.5693055
Cycle1:00:00-01:00,HFD+LXN,dark,34,0.5452287,0.5161843,1.820213,1.407046,0.7702497,0.09115894,1,0.1139975,5.726227,4.436798,0.005392589,29.56691,67.82343,59.91116,0.5993056
Cycle1:01:00-02:00,HFD+LXN,dark,34,0.5490244,0.5721098,2.238564,1.769106,0.791518,0.09801835,4,1.027979,26.18884,21.73349,0.01470057,62.58333,27.5,20.52778,0.205
Cycle1:02:00-03:00,HFD+LXN,dark,34,0.6718149,0.5199884,1.991973,1.511756,0.7571425,0.1226919,0,0,12.12384,9.778778,0.008274621,40.39423,59.4392,55.05275,0.5505555
Cycle1:03:00-04:00,HFD+LXN,dark,34,0.5429922,0.5288887,1.909073,1.4751,0.7717354,0.1116094,1,0.241169,5.374908,4.231964,0.00734931,22.61111,73.94444,71.11111,0.7108333
Cycle1:04:00-05:00,HFD+LXN,dark,34,0.5556393,0.5221884,1.906753,1.4746,0.7727711,0.1065866,2,0.4034185,12.03635,9.507996,0.01001606,42.57151,46.68148,39.90558,0.3990278
Cycle1:05:00-06:00,HFD+LXN,dark,34,0.5882665,0.6835904,2.258569,1.792853,0.7939733,0.09220244,1,0.2879295,24.52023,19.75,0.01341907,64.03777,30.797,21.16079,0.2116667
Cycle2:06:00-07:00,HFD+LXN,light,34,0.5551293,0.4532637,1.658006,1.278808,0.7706529,0.09028754,0,0,4.658478,3.422668,0.006594948,20.82177,79.17823,75.18045,0.7522222
Cycle2:07:00-08:00,HFD+LXN,light,34,0.5022382,0.4463208,1.679578,1.33871,0.7962683,0.08485854,1,0.06633759,6.73645,5.293274,0.006703069,28.36111,69.38889,65,0.6498611
Cycle2:08:00-09:00,HFD+LXN,light,34,0.4681636,0.454996,1.762123,1.41499,0.800815,0.07810771,2,0.137784,7.534546,5.263977,0.006114412,34.50861,58.66185,50.91616,0.5091667
Cycle2:09:00-10:00,HFD+LXN,light,34,0.4689805,0.4238154,1.52431,1.213702,0.7959772,0.07649487,1,0.00692606,1.95752,1.432434,0.004992992,10.08333,89.75,89.55556,0.8952778
Cycle2:10:00-11:00,HFD+LXN,light,34,0.4717975,0.4690038,1.654221,1.31893,0.7961876,0.0608868,1,0.08552504,4.66687,3.447388,0.004970974,26.10386,71.84116,65.81505,0.6581944
Cycle2:11:00-12:00,HFD+LXN,light,34,0.5291079,0.4475788,1.8051,1.430492,0.7854884,0.08868001,1,0.1178799,15.74084,12.70862,0.01001104,44.95973,51.34685,45.7373,0.4573611
Cycle2:12:00-13:00,HFD+LXN,light,34,0.4451372,0.4721738,1.635396,1.242993,0.7586498,0.07128827,0,0,5.327759,4.305328,0.007321044,22.15436,77.81788,73.598,0.7361111
Cycle2:13:00-14:00,HFD+LXN,light,34,0.487145,0.4657081,1.642226,1.283787,0.7816725,0.08570277,1,0.1576157,4.959412,3.745758,0.006282174,24.25,72.80555,65.80555,0.6579167
Cycle2:14:00-15:00,HFD+LXN,light,34,0.4749557,0.4916356,1.760119,1.399209,0.7945819,0.06745624,1,0.01747131,10.75983,8.49942,0.007231689,44.03109,55.13604,48.30649,0.4833333
Cycle2:15:00-16:00,HFD+LXN,light,34,0.4903527,0.4544155,1.580034,1.218112,0.7676386,0.03485545,1,0.08193398,2.348145,1.599335,0.005725332,11.16667,86.55556,85.69444,0.8568056
Cycle2:16:00-17:00,HFD+LXN,light,34,0.4632433,0.4866123,1.679344,1.323815,0.7875265,0.06050888,1,0.09913921,4.756104,3.642303,0.006639908,20.43877,78.28381,73.47959,0.7347222
Cycle2:17:00-18:00,HFD+LXN,light,34,0.4905179,0.5132642,1.732613,1.393559,0.803396,0.0740925,2,0.1435795,4.41571,3.393646,0.007193935,19.02249,75.25687,72.28547,0.7229167
Cycle2:18:00-19:00,HFD+LXN,dark,34,0.5406557,0.5650854,1.967394,1.583608,0.8027545,0.06539381,3,0.1272821,16.62909,13.06299,0.007906749,64.10328,28.78956,19.57246,0.1958333
Cycle2:19:00-20:00,HFD+LXN,dark,34,0.6032782,0.6464903,2.32881,1.776447,0.7631772,0.07616832,3,0.2003365,32.07214,27.12125,0.01876408,72.11111,16.77778,8.944445,0.08944444
Cycle2:20:00-21:00,HFD+LXN,dark,34,0.6233818,0.4988797,2.004898,1.550372,0.7703642,0.08925968,3.25,0.3624544,19.40619,15.96564,0.01175171,56.4131,36.7296,29.45586,0.2947222
Cycle2:21:00-22:00,HFD+LXN,dark,34,0.5973554,0.5454022,1.955721,1.502048,0.7664612,0.09593108,0.75,0.01151562,10.82483,8.538879,0.008527887,41.94444,58,51,0.51
Cycle2:22:00-23:00,HFD+LXN,dark,34,0.5408573,0.5385531,2.050632,1.61294,0.7858711,0.09474345,3,0.05139351,17.59222,14.57056,0.01218732,52.17995,44.09886,35.10136,0.3511111
Cycle2:23:00-00:00,HFD+LXN,dark,34,0.6420045,0.5413353,2.073831,1.608768,0.7740617,0.1135928,1,0.1036263,15.78412,12.52673,0.0111735,52.09664,38.71147,30.65815,0.3065278
Cycle2:00:00-01:00,HFD+LXN,dark,34,0.5578639,0.5768372,2.082538,1.640844,0.7861862,0.1214267,2,0.2062273,18.66547,15.38989,0.01145758,55.52471,38.36757,33.17601,0.3318056
Cycle2:01:00-02:00,HFD+LXN,dark,34,0.5966334,0.5148416,1.882662,1.422586,0.7541572,0.09867995,2,0.1221256,8.80835,7.038208,0.009936454,33.83333,61.69444,54.19444,0.5419444
Cycle2:02:00-03:00,HFD+LXN,dark,34,0.5328332,0.5514662,1.942291,1.490504,0.7662497,0.1033294,4,0.1212587,6.790527,4.746582,0.006425912,32.25985,61.32704,52.1377,0.5215278
Cycle2:03:00-04:00,HFD+LXN,dark,34,0.5827683,0.6158553,2.267962,1.702821,0.7517909,0.1112749,2,0.5349207,21.83929,17.35608,0.01222661,58.72222,29.75,20.30556,0.2029167
Cycle2:04:00-05:00,HFD+LXN,dark,34,0.5924647,0.4733165,1.753428,1.322276,0.7541732,0.1093495,0,0,4.959229,3.791443,0.005376881,25.49292,74.50708,70.70258,0.7072222
Cycle2:05:00-06:00,HFD+LXN,dark,34,0.5508581,0.512338,1.936585,1.506308,0.7731836,0.1152277,1,0.4839878,10.90424,8.777771,0.01167284,38.15607,56.42877,44.82088,0.4481944
Cycle1:06:00-07:00,HFD+LXN,light,35,0.5899835,0.6762609,2.382283,1.844067,0.7742836,0.1087531,2,0.298512,31.79669,26.34116,0.01369108,75.56913,17.82343,11.21599,0.1122222
Cycle1:07:00-08:00,HFD+LXN,light,35,0.6185114,0.5850132,2.109093,1.640183,0.776562,0.08540086,4,0.4020913,24.89401,19.61409,0.01257511,69.38889,26.66667,16.16667,0.1615278
Cycle1:08:00-09:00,HFD+LXN,light,35,0.5126109,0.4318372,1.672705,1.271409,0.7562595,0.06862213,2,0.08564615,5.766205,4.448486,0.009824554,20.09994,77.95669,76.92949,0.7695833
Cycle1:09:00-10:00,HFD+LXN,light,35,0.5677778,0.4476586,1.668697,1.277878,0.7651206,0.07021443,0,0,1.095825,0.6339722,0.006597938,5.472222,94.52778,93.36111,0.9334722
Cycle1:10:00-11:00,HFD+LXN,light,35,0.47301,0.4746135,1.804423,1.403025,0.7753599,0.1035439,2,0.1290092,4.822601,2.824432,0.01086136,14.30158,81.58845,79.589,0.7958333
Cycle1:11:00-12:00,HFD+LXN,light,35,0.5225359,0.4980887,1.755063,1.330227,0.7570098,0.06796938,1,0.01664042,3.267639,2.121918,0.01112545,8.247709,85.78173,85.50403,0.855
Cycle1:12:00-13:00,HFD+LXN,light,35,0.5069637,0.4651654,1.633224,1.240004,0.7592696,0.08069183,1,0.05490303,1.920563,1.209625,0.0168481,4.108828,92.42088,92.42088,0.9244444
Cycle1:13:00-14:00,HFD+LXN,light,35,0.5118338,0.4889262,1.705615,1.343121,0.7856569,0.06189254,1,0.08125496,2.166504,1.016937,0.01185913,6.555556,85.33334,84.30555,0.8427778
Cycle1:14:00-15:00,HFD+LXN,light,35,0.5536616,0.4777873,1.722281,1.312456,0.7613499,0.09233033,1,0.1132364,1.341949,0.6307983,0.006888962,5.358134,89.39478,88.4231,0.8844444
Cycle1:15:00-16:00,HFD+LXN,light,35,0.5194069,0.4920831,1.791813,1.454201,0.8092928,0.06731493,2,0.09994698,3.643127,2.334259,0.01280341,11.69444,85.55555,83.88889,0.83875
Cycle1:16:00-17:00,HFD+LXN,light,35,0.5465385,0.4699611,1.863599,1.458535,0.7787804,0.07134298,1,0.04208469,5.252838,3.551392,0.01061095,15.46793,71.92447,69.7584,0.6976389
Cycle1:17:00-18:00,HFD+LXN,light,35,0.5612731,0.5056662,1.847173,1.478935,0.7989463,0.1117842,3,0.3474102,3.672028,1.859528,0.008639094,10.83032,74.47931,72.39656,0.7238889
Cycle1:18:00-19:00,HFD+LXN,dark,35,0.5997621,0.5292284,2.042569,1.672164,0.8185262,0.0992262,1,0.1242542,7.05954,4.898071,0.01268093,16.93504,80.84396,79.70572,0.7973611
Cycle1:19:00-20:00,HFD+LXN,dark,35,0.6832162,0.7010872,2.426867,1.958367,0.8069708,0.101047,3,0.2093554,36.14581,30.59671,0.01537245,74.88889,17.02778,9.055556,0.09055556
Cycle1:20:00-21:00,HFD+LXN,dark,35,0.6732706,0.6757399,2.383453,1.894227,0.794507,0.1289988,3,0.1698871,35.2309,29.67856,0.01599687,71.62687,16.26874,10.60522,0.1059722
Cycle1:21:00-22:00,HFD+LXN,dark,35,0.6501791,0.4850824,1.904813,1.491634,0.7813824,0.1349034,4,0.2423372,5.368164,2.89209,0.009702451,15.75,77.33333,76.05556,0.7602777
Cycle1:22:00-23:00,HFD+LXN,dark,35,0.6552617,0.5121979,1.846069,1.459708,0.7905494,0.1051678,2,0.2562556,3.409821,1.936707,0.008256745,9.080811,82.22716,82.22716,0.8223611
Cycle1:23:00-00:00,HFD+LXN,dark,35,0.5914388,0.5029964,1.812952,1.447639,0.797853,0.09485704,2,0.06925583,1.600586,0.3074341,0.001814072,5.859483,89.14191,87.22577,0.8723611
Cycle1:00:00-01:00,HFD+LXN,dark,35,0.6500539,0.645225,2.336204,1.891455,0.8092549,0.1094891,2,0.8194804,27.21124,22.84848,0.01518665,57.82899,34.20322,24.4864,0.2447222
Cycle1:01:00-02:00,HFD+LXN,dark,35,0.6203535,0.4987063,1.842459,1.440339,0.7817561,0.1130777,2,0.1390653,1.623749,0.8016663,0.007584543,5.583333,83.08333,82.36111,0.8233333
Cycle1:02:00-03:00,HFD+LXN,dark,35,0.6203601,0.4577819,1.677834,1.335465,0.7937946,0.0957218,0,0,1.066956,0.3774109,0.001565971,8.273181,91.72682,89.53359,0.8955556
Cycle1:03:00-04:00,HFD+LXN,dark,35,0.5979211,0.5139879,1.796146,1.444024,0.8034836,0.0941481,2,0.6603508,3.443817,2.32431,0.01109365,12.63889,79.27778,77.5,0.7747222
Cycle1:04:00-05:00,HFD+LXN,dark,35,0.625306,0.5474172,2.021975,1.604152,0.7918188,0.1090852,1,0.02773571,6.507202,3.471283,0.008848456,25.54846,69.09192,63.4546,0.6344444
Cycle1:05:00-06:00,HFD+LXN,dark,35,0.6090735,0.6455236,2.344894,1.871535,0.7976016,0.1215607,2,0.3079748,27.21881,22.46262,0.01365294,62.92697,32.4632,20.10553,0.2009722
Cycle2:06:00-07:00,HFD+LXN,light,35,0.6996186,0.6415619,2.335768,1.796444,0.7681899,0.1291655,2,0.413012,31.68307,25.41864,0.01253992,79.40033,5.857857,1.277068,0.01277778
Cycle2:07:00-08:00,HFD+LXN,light,35,0.4964383,0.4360232,1.771296,1.289965,0.7232156,0.1501055,1,0.03594303,8.736755,6.651093,0.006796648,37.69445,62.08333,54.77778,0.5477778
Cycle2:08:00-09:00,HFD+LXN,light,35,0.5643888,0.4738279,1.863533,1.397537,0.7473129,0.1047036,1,0.03242874,6.584961,4.896057,0.006964343,26.09661,73.29261,70.34982,0.70375
Cycle2:09:00-10:00,HFD+LXN,light,35,0.4829699,0.5310742,1.771263,1.353283,0.7633615,0.09905028,1,0.05640793,3.732117,2.646637,0.005474158,23.47222,73.25,69.47221,0.6945834
Cycle2:10:00-11:00,HFD+LXN,light,35,0.5552231,0.5026044,1.929706,1.470213,0.7561668,0.112186,1,0.07752419,9.046204,6.870392,0.007990072,35.49014,62.98251,58.45599,0.5847222
Cycle2:11:00-12:00,HFD+LXN,light,35,0.480965,0.4694296,1.736841,1.299278,0.7435504,0.10426,1,0.005399704,5.384033,3.458466,0.007746506,21.5218,78.17273,74.56262,0.7456945
Cycle2:12:00-13:00,HFD+LXN,light,35,0.4454044,0.4519756,1.695581,1.293498,0.7589348,0.09308062,1,0.006892204,3.71759,2.268677,0.008514404,14.68628,85.11938,83.20377,0.8323611
Cycle2:13:00-14:00,HFD+LXN,light,35,0.5378333,0.5127196,1.874001,1.456029,0.773535,0.1148799,0,0,5.871582,4.255615,0.008888141,22.08333,77.91666,73.72222,0.7370833
Cycle2:14:00-15:00,HFD+LXN,light,35,0.4615711,0.4704276,1.660955,1.284434,0.7709307,0.1068018,0,0,1.086792,0.7067261,0.003512038,8.856191,91.14381,90.47751,0.905
Cycle2:15:00-16:00,HFD+LXN,light,35,0.5261486,0.4654515,1.770201,1.431852,0.8028397,0.09755524,1,0.003326416,4.719055,2.913605,0.007559954,25.88889,72.19445,65.36111,0.6533333
Cycle2:16:00-17:00,HFD+LXN,light,35,0.5147255,0.5073845,1.688242,1.337901,0.7925179,0.05445971,1,0.057827,2.13385,1.079437,0.002110085,18.60594,80.53318,76.97861,0.7698611
Cycle2:17:00-18:00,HFD+LXN,light,35,0.5361224,0.5188614,1.876138,1.511482,0.8018333,0.07772267,3,0.08905983,7.101929,4.308563,0.008603464,32.35213,63.95445,53.98501,0.5398611
Cycle2:18:00-19:00,HFD+LXN,dark,35,0.5661544,0.5645638,2.133833,1.71204,0.8007956,0.1062672,4,0.3000011,7.960938,5.542725,0.01009747,27.56802,61.5769,56.88506,0.5690278
Cycle2:19:00-20:00,HFD+LXN,dark,35,0.7073897,0.6411264,2.259595,1.850081,0.8189217,0.106129,4,0.2738142,16.66193,12.26544,0.01287979,48.19444,45.25,35.88889,0.35875
Cycle2:20:00-21:00,HFD+LXN,dark,35,0.6218265,0.5717395,2.13699,1.708602,0.7985748,0.1282192,5,0.1461744,14.95514,10.8916,0.009961705,45.44697,46.89062,39.03387,0.3902778
Cycle2:21:00-22:00,HFD+LXN,dark,35,0.7031081,0.510597,1.921874,1.504625,0.7793667,0.1269912,3,0.2473421,7.737671,5.5961,0.01293142,22.72222,71.36111,66.80555,0.6679167
Cycle2:22:00-23:00,HFD+LXN,dark,35,0.5693582,0.5624211,2.16831,1.710192,0.7868046,0.1407855,2,0.2589674,13.98242,10.89099,0.01087767,37.18412,54.04055,47.93113,0.4794444
Cycle2:23:00-00:00,HFD+LXN,dark,35,0.5610547,0.5596976,1.97817,1.496012,0.7549573,0.1183277,3,0.09647846,4.264343,2.999939,0.008309705,22.93807,74.09053,70.5915,0.7059722
Cycle2:00:00-01:00,HFD+LXN,dark,35,0.606216,0.5078847,1.683734,1.275344,0.7554964,0.1075654,2,0.1005173,1.419128,0.6004639,0.002016087,11.07718,88.14548,87.06274,0.8709722
Cycle2:01:00-02:00,HFD+LXN,dark,35,0.5672295,0.560985,1.896749,1.500069,0.7896431,0.09883428,3,0.1644154,3.50354,1.576782,0.006244924,18.86111,76.44445,71,0.7098611
Cycle2:02:00-03:00,HFD+LXN,dark,35,0.544634,0.5636715,2.039443,1.586044,0.7761239,0.100617,2,0.08456039,8.306702,6.053772,0.01298912,26.70738,63.60356,62.40977,0.6241667
Cycle2:03:00-04:00,HFD+LXN,dark,35,0.558127,0.5611315,1.923706,1.473748,0.7647722,0.08253181,2,0.1590614,6.077271,3.872314,0.01024501,22.58333,75.77778,71,0.7098611
Cycle2:04:00-05:00,HFD+LXN,dark,35,0.571549,0.6932873,2.273365,1.820022,0.8007791,0.09790041,3,0.1874666,26.15515,21.0752,0.01302696,67.5368,25.02083,11.1358,0.1113889
Cycle2:05:00-06:00,HFD+LXN,dark,35,0.7029816,0.6234069,2.214002,1.757382,0.7940896,0.1182256,5,0.599803,21.05011,16.49567,0.01150723,57.48403,29.79728,22.02166,0.2202778
Cycle1:06:00-07:00,HFD+LXN,light,36,0.6311535,0.5138485,1.885344,1.488566,0.7892612,0.07340295,5,0.1320765,23.452,19.28181,0.01586704,56.24653,39.39478,26.51305,0.2651389
Cycle1:07:00-08:00,HFD+LXN,light,36,0.459935,0.4761181,1.497028,1.160522,0.7741168,0.07496268,0,0,0.2143555,0.1660309,0.01095247,0.5,99.5,99.5,0.9947222
Cycle1:08:00-09:00,HFD+LXN,light,36,0.3667002,0.4305781,1.439198,1.151848,0.7995473,0.05337707,1,0.0945158,0.6739502,0.5898743,0.01344367,1.471405,95.91895,95.91895,0.9594445
Cycle1:09:00-10:00,HFD+LXN,light,36,0.5825694,0.4390054,1.543401,1.237485,0.8011172,0.05319799,1,0.03363037,2.426331,1.898163,0.009058957,8.75,90.58333,89.5,0.8947222
Cycle1:10:00-11:00,HFD+LXN,light,36,0.373956,0.4064165,1.345797,1.026461,0.7632228,0.05255724,0,0,0,0,0,0,100,100,1
Cycle1:11:00-12:00,HFD+LXN,light,36,0.395076,0.4334053,1.685849,1.352475,0.7998073,0.05524152,2,0.1507602,9.860321,7.19812,0.009095628,31.6301,64.03777,61.01083,0.61
Cycle1:12:00-13:00,HFD+LXN,light,36,0.3858745,0.4281687,1.425702,1.091456,0.7652671,0.06440135,0,0,0,0,0,0,100,100,1.000278
Cycle1:13:00-14:00,HFD+LXN,light,36,0.457438,0.399078,1.523641,1.195722,0.7816465,0.0692078,3,0.1498783,4.422729,2.805801,0.008526966,15.52778,80.38889,76.16667,0.7613889
Cycle1:14:00-15:00,HFD+LXN,light,36,0.3759352,0.4480029,1.464912,1.148016,0.7828586,0.06364597,0,0,0,0,0,0,100,100,1.000278
Cycle1:15:00-16:00,HFD+LXN,light,36,0.5022721,0.3701733,1.342902,1.05235,0.7832388,0.03873147,0,0,0,0,0,0,100,100,0.9997222
Cycle1:16:00-17:00,HFD+LXN,light,36,0.4067824,0.4206488,1.509458,1.211794,0.8018057,0.04089032,1,0.2755799,2.736908,2.021988,0.008877217,9.053041,89.8084,88.28104,0.8827778
Cycle1:17:00-18:00,HFD+LXN,light,36,0.486989,0.3736255,1.421733,1.138432,0.8005758,0.02253767,0,0,1.201813,1.035065,0.01090899,3.054707,96.91752,96.77867,0.9677778
Cycle1:18:00-19:00,HFD+LXN,dark,36,0.5732529,0.4827861,1.776501,1.478931,0.8324056,0.06380367,3,0.156332,14.32846,11.69766,0.0143347,32.20433,63.15936,60.63298,0.6063889
Cycle1:19:00-20:00,HFD+LXN,dark,36,0.6202208,0.4940662,1.737362,1.412695,0.8125913,0.07160288,4,0.286278,6.675079,4.181519,0.01005392,22.33333,71.55555,64.88889,0.64875
Cycle1:20:00-21:00,HFD+LXN,dark,36,0.6121982,0.4464939,1.715197,1.401438,0.8126339,0.0835364,2,0.2942207,11.81671,9.113556,0.01404518,29.81677,63.40922,61.07718,0.6111111
Cycle1:21:00-22:00,HFD+LXN,dark,36,0.5887356,0.4624442,1.80455,1.465888,0.8108875,0.1018967,1,0.1555986,9.950684,6.16626,0.01042931,31.72222,66.38889,63.30556,0.6329167
Cycle1:22:00-23:00,HFD+LXN,dark,36,0.4480312,0.4583775,1.625215,1.307037,0.8038749,0.09358134,3,0.3859768,5.329407,3.895599,0.01110461,16.27326,76.97861,74.53485,0.7454166
Cycle1:23:00-00:00,HFD+LXN,dark,36,0.555165,0.4574353,1.664974,1.348093,0.807607,0.09606288,0,0.1369858,5.377075,3.630707,0.01356349,11.74674,87.64232,84.33768,0.8434722
Cycle1:00:00-01:00,HFD+LXN,dark,36,0.4745787,0.4897062,1.685133,1.372862,0.8133237,0.08740554,2,0.09825945,3.068115,1.750397,0.008145141,11.71571,87.34037,84.64742,0.8466667
Cycle1:01:00-02:00,HFD+LXN,dark,36,0.53026,0.4815847,1.586145,1.280843,0.8076877,0.07837479,2,0.1271582,2.087463,1.192535,0.01073256,8.222222,89.88889,89.66666,0.8963889
Cycle1:02:00-03:00,HFD+LXN,dark,36,0.4722087,0.5896215,1.992357,1.594148,0.8008046,0.09890761,3,0.1680708,27.32202,22.87683,0.01472991,55.30261,40.83842,32.593,0.3259722
Cycle1:03:00-04:00,HFD+LXN,dark,36,0.4342632,0.5351053,1.883963,1.460602,0.7740192,0.1225617,2,0.2646527,14.35376,10.42133,0.01061214,41.47222,51.61111,46.33333,0.4633333
Cycle1:04:00-05:00,HFD+LXN,dark,36,0.6118951,0.4389614,1.510401,1.169911,0.7733431,0.09594166,0,0,2.702179,1.375977,0.008000818,7.997778,91.97445,90.50264,0.9051389
Cycle1:05:00-06:00,HFD+LXN,dark,36,0.5991418,0.4730929,1.656391,1.30995,0.7880685,0.1085242,4,0.1983738,9.295746,6.777557,0.01035689,26.40933,69.84171,65.56512,0.6556944
Cycle2:06:00-07:00,HFD+LXN,light,36,0.545943,0.4957541,1.922211,1.478292,0.7679406,0.1325844,2,0.1208315,22.92017,18.65643,0.01404274,53.05386,42.80955,33.95336,0.3397222
Cycle2:07:00-08:00,HFD+LXN,light,36,0.384612,0.4376786,1.489616,1.101567,0.7378187,0.1201284,0,0,1.233246,0.239563,0.009305601,1.277778,98.72222,98.63889,0.98625
Cycle2:08:00-09:00,HFD+LXN,light,36,0.389893,0.4011484,1.540272,1.207066,0.7838747,0.1069024,1,0.1579504,4.11734,1.77124,0.007508539,14.8251,79.90006,78.03998,0.7805555
Cycle2:09:00-10:00,HFD+LXN,light,36,0.5419013,0.4327821,1.500301,1.179962,0.7858372,0.09816474,1,0.1465778,1.062561,0.3518066,0.003730543,3.833333,93.44444,92.5,0.9247222
Cycle2:10:00-11:00,HFD+LXN,light,36,0.468298,0.4141714,1.439447,1.138981,0.7896221,0.08679464,1,0.005484581,1.627594,0.6540833,0.009394738,4.804221,95.11247,93.80727,0.9381945
Cycle2:11:00-12:00,HFD+LXN,light,36,0.4182655,0.4115512,1.639864,1.301373,0.7889377,0.0856754,0,0.1066446,8.558563,5.800598,0.01082977,23.13246,75.09025,69.00861,0.6901389
Cycle2:12:00-13:00,HFD+LXN,light,36,0.377575,0.4248326,1.445054,1.109517,0.7666932,0.08225498,0,0,0.8665161,0.1549988,0.001304626,4.330927,95.66908,94.78068,0.9480556
Cycle2:13:00-14:00,HFD+LXN,light,36,0.4504483,0.3931947,1.432907,1.136913,0.7935557,0.06548425,2,0.2235746,1.760895,0.5020752,0.002727783,7.888889,88.61111,85.80555,0.8577778
Cycle2:14:00-15:00,HFD+LXN,light,36,0.4014255,0.3890508,1.347329,1.101629,0.8172791,0.05955971,1,0.1167374,0.7430115,0.2035217,0.002255511,3.470294,94.05885,93.9478,0.9398611
Cycle2:15:00-16:00,HFD+LXN,light,36,0.4502499,0.4267002,1.583467,1.311044,0.8268898,0.07785351,2,0.1209974,10.05469,7.094391,0.01131506,29.58333,67.80556,61.16667,0.6116667
Cycle2:16:00-17:00,HFD+LXN,light,36,0.4060537,0.4270821,1.528618,1.226015,0.8003167,0.09596618,0,0,4.285919,2.634186,0.009038876,13.99611,85.97612,81.7273,0.8173611
Cycle2:17:00-18:00,HFD+LXN,light,36,0.5039788,0.4210377,1.457069,1.176616,0.8060815,0.07286829,1,0.5268531,1.823761,0.5671997,0.003048755,7.053597,91.91891,90.03054,0.9002778
Cycle2:18:00-19:00,HFD+LXN,dark,36,0.547986,0.4873505,1.80698,1.527904,0.8456733,0.07735252,1,0.01388788,13.67047,10.95209,0.01605266,32.8151,66.57413,60.18878,0.6019444
Cycle2:19:00-20:00,HFD+LXN,dark,36,0.5928736,0.4754004,1.770208,1.438713,0.8120848,0.1036771,0,0,15.0578,11.40643,0.01114035,49.13889,50.69444,44.63889,0.4461111
Cycle2:20:00-21:00,HFD+LXN,dark,36,0.594811,0.5297453,1.834581,1.522007,0.826956,0.1087522,2,0.1438704,9.090881,6.136353,0.009374557,33.09273,65.07496,57.49584,0.575
