Time,Diet,Cycle,MouseID,EE,EE_30,VO2,VCO2,RQ,VH2O,updateN,uptakeSum,AllMeters,PedMeters,PedSpeed,Walk_pct,Still_pct,Sleep_pct,Sleep_hrs
Cycle1:06:00-07:00,LFD,light,1,0.5404855,0.2975505,0.9965797,0.9152997,0.9167686,0.04020009,3,0.2079903,27.02899,22.84515,0.01516648,58.5508,25.79123,20.48862,0.205
Cycle1:07:00-08:00,LFD,light,1,0.4461322,0.2490771,0.8381263,0.7600297,0.8984534,0.05141251,0,0.02651143,5.393051,4.129883,0.01031982,14.80556,80.66666,79.86111,0.7984722
Cycle1:08:00-09:00,LFD,light,1,0.3800183,0.2125851,0.7174721,0.599767,0.8366441,0.03318607,0,0,0,0,0,0,100,100,1.000278
Cycle1:09:00-10:00,LFD,light,1,0.5073735,0.2677054,0.9626774,0.8178942,0.8478978,0.03901326,3,0.02800667,20.58208,17.29837,0.01184387,51.66667,42.36111,33.33333,0.3331944
Cycle1:10:00-11:00,LFD,light,1,0.4239801,0.2289626,0.8246741,0.6437418,0.7772089,0.04752724,0,0,4.496124,3.246231,0.008165558,13.71841,86.28159,82.94918,0.8295833
Cycle1:11:00-12:00,LFD,light,1,0.3796648,0.1966247,0.7262521,0.5599968,0.7700908,0.03743612,0,0,0.07000732,0.05000305,0.003620625,0.444321,99.55568,99.55568,0.9955556
Cycle1:12:00-13:00,LFD,light,1,0.4635386,0.2188314,0.8871763,0.7084067,0.7902181,0.04851316,1,0.02016068,9.721191,7.516495,0.01124109,27.51249,66.65741,63.65908,0.6366667
Cycle1:13:00-14:00,LFD,light,1,0.37745,0.2163935,0.728332,0.5572931,0.7654044,0.03987584,0,0,0.02252197,0.02249146,0.001628399,0.4444445,99.55556,99.55556,0.9952778
Cycle1:14:00-15:00,LFD,light,1,0.4710062,0.2180226,0.8847675,0.7407253,0.8268763,0.03869007,4,0.08344829,6.131287,4.40834,0.009550812,19.26707,62.35425,61.5769,0.6159722
Cycle1:15:00-16:00,LFD,light,1,0.4087729,0.2441427,0.7833135,0.6549562,0.830007,0.03194854,0,0.01147842,0.8390503,0.7006836,0.01659287,1.444444,94.66667,94.66667,0.9465278
Cycle1:16:00-17:00,LFD,light,1,0.3715183,0.2096284,0.7128372,0.5512011,0.7727647,0.0179927,0,0,0,0,0,0,100,100,1
Cycle1:17:00-18:00,LFD,light,1,0.4813438,0.2412918,0.9125525,0.7630137,0.8309049,0.02655315,2,0.04608464,4.721466,4.012787,0.01487284,9.414051,81.11635,81.08858,0.8108333
Cycle1:18:00-19:00,LFD,dark,1,0.5353609,0.2569433,0.997907,0.8706228,0.8599136,0.04792317,2,0.1564149,16.00107,13.58835,0.01789539,33.23154,41.2271,38.56191,0.3856944
Cycle1:19:00-20:00,LFD,dark,1,0.5892181,0.3206455,1.095441,1.000467,0.913112,0.06154766,2,0.341682,29.47787,25.52969,0.01842304,61.08333,19.61111,13.91667,0.1391667
Cycle1:20:00-21:00,LFD,dark,1,0.6591882,0.3587584,1.206046,1.157994,0.9595084,0.09148729,0,0.1224375,33.29111,29.57535,0.01872935,60.91061,30.26097,24.70849,0.2470833
Cycle1:21:00-22:00,LFD,dark,1,0.4444922,0.2548191,0.8242041,0.7939939,0.9629207,0.06709485,0,0,0,0,0,0,100,100,0.9997222
Cycle1:22:00-23:00,LFD,dark,1,0.5963768,0.3416419,1.101577,1.071945,0.9720299,0.08284608,1,0.003180027,30.81485,27.72974,0.01820585,57.31741,40.59983,36.07331,0.3606944
Cycle1:23:00-00:00,LFD,dark,1,0.5019255,0.2809102,0.9290179,0.8945569,0.9629039,0.08144554,1,0.268816,2.071594,1.681335,0.01496638,4.693141,85.6151,85.47626,0.8548611
Cycle1:00:00-01:00,LFD,dark,1,0.5292172,0.243714,0.9643765,0.937736,0.9707656,0.0695674,1,0.1318831,10.26743,8.908264,0.01827125,18.71183,67.01832,67.01832,0.6704167
Cycle1:01:00-02:00,LFD,dark,1,0.4987384,0.2617273,0.9269531,0.8835697,0.9492766,0.08110787,2,0.0931406,7.682526,6.593231,0.01623377,15.61111,77.97222,76.5,0.7648611
Cycle1:02:00-03:00,LFD,dark,1,0.5281212,0.2698389,0.9773901,0.9051002,0.9213015,0.07532351,2,0.004915476,15.63333,13.38983,0.01852142,31.37146,65.6302,61.63242,0.6163889
Cycle1:03:00-04:00,LFD,dark,1,0.4509317,0.2359791,0.8492788,0.746219,0.8798274,0.07750576,0,0,0.3549194,0.2913513,0.007927342,1.138889,98.83333,98.83333,0.9880555
Cycle1:04:00-05:00,LFD,dark,1,0.514691,0.2257781,0.9444608,0.8560221,0.8978395,0.05714398,1,0.08215404,9.649017,7.625824,0.01780122,23.54901,67.09248,66.95362,0.6695833
Cycle1:05:00-06:00,LFD,dark,1,0.6188934,0.3312247,1.138584,1.041853,0.914146,0.093243,2,0.2183118,32.66397,28.50201,0.01759513,64.31547,16.77312,13.10747,0.1311111
Cycle2:06:00-07:00,LFD,light,1,0.549683,0.2876086,1.020131,0.9466597,0.9261756,0.09880455,0,0.006353617,22.27606,17.49335,0.01169552,60.07773,39.64464,33.14825,0.3316667
Cycle2:07:00-08:00,LFD,light,1,0.4225588,0.2310884,0.8002139,0.7103737,0.8859037,0.07900579,0,0,2.597382,2.02182,0.009048188,7.527778,92.47222,92.02778,0.9201389
Cycle2:08:00-09:00,LFD,light,1,0.3947555,0.2076798,0.7493066,0.6207403,0.829156,0.05734931,0,0,0,0,0,0,100,100,1.000278
Cycle2:09:00-10:00,LFD,light,1,0.4766814,0.2508424,0.9029587,0.749508,0.8268761,0.05462641,1,0.006141663,6.44104,4.857361,0.009484558,21.63889,77.63889,70.58333,0.7055556
Cycle2:10:00-11:00,LFD,light,1,0.4137226,0.2236558,0.8009114,0.6136713,0.7640121,0.05800739,0,0,1.517822,1.325165,0.01124111,3.804499,96.1955,95.30686,0.9531944
Cycle2:11:00-12:00,LFD,light,1,0.3705659,0.2029484,0.7196653,0.5498069,0.7621858,0.03682615,0,0,0.06048584,0.03045654,0.001261575,0.8331019,99.1669,98.69481,0.9870833
Cycle2:12:00-13:00,LFD,light,1,0.4023063,0.2060888,0.7656594,0.5935594,0.7730684,0.0403762,0,0,0,0,0,0,100,100,1.000278
Cycle2:13:00-14:00,LFD,light,1,0.4441337,0.2411316,0.8397986,0.7299898,0.8697209,0.04080402,0,0,4.540833,3.066132,0.006544785,16.63889,83.33333,78.52778,0.785
Cycle2:14:00-15:00,LFD,light,1,0.3685326,0.2048825,0.7028821,0.5702649,0.8113137,0.03192068,0,0,0.07250977,0.07250977,0.005525716,0.4441977,99.5558,99.5558,0.9958333
Cycle2:15:00-16:00,LFD,light,1,0.4846586,0.242078,0.9131575,0.7907432,0.8621812,0.05125872,0,0,5.857727,4.561798,0.01042761,16.61111,83.38889,80.11111,0.8008333
Cycle2:16:00-17:00,LFD,light,1,0.3990591,0.2191284,0.7375678,0.7011099,0.9515865,0.05306515,0,0,0,0,0,0,100,100,1
Cycle2:17:00-18:00,LFD,light,1,0.4581664,0.2655158,0.8378153,0.7985005,0.9500039,0.04555513,0,0,1.182922,0.9186096,0.009405813,4.6376,95.33463,94.64038,0.9463889
Cycle2:18:00-19:00,LFD,dark,1,0.5248145,0.2531283,0.9576273,0.9344611,0.9740281,0.04466364,2,0.03460455,10.26373,8.74295,0.01686806,24.09772,72.40422,66.9628,0.6697222
Cycle2:19:00-20:00,LFD,dark,1,0.5520928,0.2878572,1.017645,0.9965619,0.9786718,0.0775334,1,0.156812,9.025452,7.524048,0.01804482,21.91667,68.77778,68.52778,0.685
Cycle2:20:00-21:00,LFD,dark,1,0.5942685,0.3258899,1.09776,1.075607,0.9800143,0.08186286,3,0.4545176,24.83112,21.25165,0.01618558,50.30538,31.67685,25.54137,0.2554167
Cycle2:21:00-22:00,LFD,dark,1,0.5074228,0.2632266,0.9299483,0.8990282,0.9654706,0.09014861,0,0.02841187,1.450562,1.139679,0.009841402,3.666667,94.38889,93.94444,0.9393055
Cycle2:22:00-23:00,LFD,dark,1,0.6057295,0.3387834,1.10704,1.061826,0.9595875,0.09922334,1,0.1044512,26.22363,21.25412,0.01607676,63.89892,27.07581,16.68981,0.1666667
Cycle2:23:00-00:00,LFD,dark,1,0.486238,0.262545,0.8961547,0.8304961,0.9267468,0.09010743,1,0.001353264,2.321899,1.805756,0.01246759,7.775618,92.00222,90.75257,0.9076389
Cycle2:00:00-01:00,LFD,dark,1,0.5513712,0.2782662,1.021461,0.9670483,0.9439528,0.1041433,1,0.001255035,17.20868,14.65546,0.01317525,38.06219,59.4392,57.85674,0.57875
Cycle2:01:00-02:00,LFD,dark,1,0.5696744,0.3150681,1.04806,1.010355,0.9641999,0.1013881,2,0.02282524,19.74725,16.02841,0.01358337,47.02778,44.91667,41.25,0.4122222
Cycle2:02:00-03:00,LFD,dark,1,0.4677895,0.2821349,0.8772268,0.7898076,0.8991048,0.08532285,0,0,0.1027222,0.08514404,0.005764008,0.47196,99.52804,99.52804,0.9955556
Cycle2:03:00-04:00,LFD,dark,1,0.5232695,0.2621829,0.9649228,0.874095,0.9036593,0.07730427,2,0.2504177,6.190918,5.209351,0.01422989,13.77778,75.72221,75,0.7497222
Cycle2:04:00-05:00,LFD,dark,1,0.5620762,0.2773984,1.027801,0.9511749,0.9241848,0.08992062,1,0.1260309,10.89508,8.640076,0.01701637,23.99334,59.01139,58.51153,0.5851389
Cycle2:05:00-06:00,LFD,dark,1,0.5882918,0.3089676,1.074987,0.9809698,0.9121643,0.10729,2,0.1826725,23.42462,19.11694,0.01734467,51.73563,24.99306,21.21633,0.2120833
Cycle1:06:00-07:00,LFD,light,2,0.4162523,0.1933513,0.7794164,0.6816845,0.8653277,0.03640105,2,0.1252048,6.090912,4.665787,0.01275814,19.87785,77.54025,75.48584,0.7551389
Cycle1:07:00-08:00,LFD,light,2,0.4499131,0.2350163,0.8421614,0.7982144,0.945839,0.06072121,1,0.1859334,14.19394,11.37727,0.01258488,38.19444,48.27778,42.58333,0.4256944
Cycle1:08:00-09:00,LFD,light,2,0.3401973,0.1965179,0.6454786,0.5382326,0.8327333,0.04396301,0,0,0,0,0,0,100,100,1.000278
Cycle1:09:00-10:00,LFD,light,2,0.4322419,0.2306824,0.8258529,0.6950875,0.8385364,0.0487364,1,0.01872015,7.076721,5.805603,0.01324093,21.58333,75.97221,74.52778,0.745
Cycle1:10:00-11:00,LFD,light,2,0.3434796,0.1865453,0.6618012,0.5114898,0.7736359,0.04670062,0,0,0,0,0,0,100,100,1
Cycle1:11:00-12:00,LFD,light,2,0.4120136,0.187351,0.7879554,0.6159403,0.7817213,0.04249924,0,0,4.618011,3.582703,0.009961371,15.10691,84.86531,81.4496,0.8145834
Cycle1:12:00-13:00,LFD,light,2,0.3556271,0.2004188,0.6920271,0.5196723,0.751006,0.04941474,0,0,0.5265503,0.4009705,0.01007541,1.360355,98.63964,98.63964,0.9868056
Cycle1:13:00-14:00,LFD,light,2,0.4073854,0.1915748,0.7701304,0.6257496,0.8056738,0.04394143,2,0.2604544,3.572021,2.784058,0.01106269,12.80556,83.44445,82.66667,0.8265278
Cycle1:14:00-15:00,LFD,light,2,0.3925246,0.2261008,0.7265545,0.6899994,0.9481387,0.04427372,0,0,1.828217,1.478699,0.01048571,4.802887,95.16935,93.86452,0.9390278
Cycle1:15:00-16:00,LFD,light,2,0.4007313,0.1959253,0.7525495,0.6828821,0.9059796,0.03115074,1,0.1364326,3.659058,2.769897,0.009478905,13.77778,81.05556,79.05555,0.7902778
Cycle1:16:00-17:00,LFD,light,2,0.3475156,0.1971789,0.6519211,0.5907241,0.9057904,0.02468337,0,0,0,0,0,0,100,100,1
Cycle1:17:00-18:00,LFD,light,2,0.4114759,0.2361846,0.7664289,0.7085361,0.9166743,0.02183167,3,0.06363606,6.933533,5.712067,0.01551906,20.29992,72.4521,71.28575,0.7127778
Cycle1:18:00-19:00,LFD,dark,2,0.4935499,0.2305845,0.9253376,0.8307354,0.8900951,0.04614098,1,0.1327918,23.24271,20.10913,0.018825,49.25041,37.00722,37.00722,0.3701389
Cycle1:19:00-20:00,LFD,dark,2,0.533064,0.2872081,0.9948609,0.9062875,0.9080338,0.05959355,3,0.2693093,40.0762,34.87216,0.01833455,81.05556,5.805556,2.944444,0.02930555
Cycle1:20:00-21:00,LFD,dark,2,0.5421909,0.3035682,1.01588,0.9136444,0.8989255,0.09332781,3,0.1386137,28.18912,24.74316,0.01809044,56.88506,36.36868,33.31482,0.3330556
Cycle1:21:00-22:00,LFD,dark,2,0.4768354,0.2312051,0.8952628,0.8009913,0.8859114,0.0796168,1,0.2714014,13.02042,10.67679,0.01368423,34.86111,53.25,52.86111,0.5283333
Cycle1:22:00-23:00,LFD,dark,2,0.5068833,0.2373103,0.9443501,0.84715,0.8929985,0.08342601,1,0.08374453,12.39862,10.255,0.01364037,31.68564,60.37212,60.37212,0.60375
Cycle1:23:00-00:00,LFD,dark,2,0.5262147,0.2546762,1.009801,0.8603109,0.8508589,0.1033892,2,0.1322002,20.79016,17.85049,0.0162657,48.68092,44.93196,43.37684,0.43375
Cycle1:00:00-01:00,LFD,dark,2,0.4066004,0.2155733,0.7806647,0.6132606,0.7824759,0.06762376,2,0.07537436,1.6875,0.8987427,0.005351358,6.274292,86.31316,86.31316,0.8634722
Cycle1:01:00-02:00,LFD,dark,2,0.4421706,0.2431234,0.8404256,0.7282477,0.8596439,0.06717043,0,0.120163,8.427002,7.420044,0.0160278,17.91667,78.44445,78.44445,0.7843056
Cycle1:02:00-03:00,LFD,dark,2,0.4397755,0.1966914,0.8359981,0.6809643,0.8049895,0.05587832,1,0.1242425,6.54953,5.109924,0.0144643,17.79567,73.29261,73.23709,0.7326389
Cycle1:03:00-04:00,LFD,dark,2,0.5525102,0.2925483,1.047576,0.9245678,0.8841132,0.08465555,2,0.2197838,25.93307,22.54477,0.01913966,54.91667,31.63889,30.38889,0.30375
Cycle1:04:00-05:00,LFD,dark,2,0.4896087,0.2091172,0.923128,0.7933369,0.8587027,0.06142965,2,0.1000333,17.28101,14.94296,0.0147633,37.79506,57.26187,56.1233,0.56125
Cycle1:05:00-06:00,LFD,dark,2,0.5424553,0.2923159,1.029372,0.9170459,0.8908699,0.08544666,2,0.435236,31.7179,27.92126,0.01731576,68.70314,15.24577,14.02388,0.1402778
Cycle2:06:00-07:00,LFD,light,2,0.408338,0.2224328,0.7689487,0.7082527,0.91669,0.0769623,0,0,2.730347,2.200226,0.009710665,9.244864,90.67185,89.70016,0.8973611
Cycle2:07:00-08:00,LFD,light,2,0.3817982,0.1866449,0.7216827,0.6169121,0.8506352,0.05399616,0,0,2.382935,2.206207,0.01830317,3.611111,96.38889,96,0.9597222
Cycle2:08:00-09:00,LFD,light,2,0.3677694,0.1905626,0.6983993,0.6027678,0.862152,0.05493798,1,0.03738785,3.657959,2.649872,0.009910583,13.07607,85.45253,84.00888,0.8402778
Cycle2:09:00-10:00,LFD,light,2,0.3571931,0.1917784,0.6765674,0.5656548,0.8334023,0.04449226,0,0,0.002502441,0,0,0,100,100,0.9997222
Cycle2:10:00-11:00,LFD,light,2,0.4102196,0.2050797,0.7776281,0.668767,0.8579725,0.05167706,1,0.07534313,4.51355,3.407043,0.01173542,13.9128,78.42266,75.81227,0.7580556
Cycle2:11:00-12:00,LFD,light,2,0.335143,0.1892387,0.6461101,0.5266839,0.8151095,0.03079762,0,0,0,0,0,0,100,100,1
Cycle2:12:00-13:00,LFD,light,2,0.4140197,0.2033883,0.7823002,0.6646029,0.8458905,0.04067227,1,0.06810665,5.043945,3.821411,0.009856918,18.18434,78.40089,75.68018,0.7569444
Cycle2:13:00-14:00,LFD,light,2,0.330682,0.1791683,0.63046,0.5120167,0.8138026,0.02786944,0,0,0,0,0,0,100,100,0.9997222
Cycle2:14:00-15:00,LFD,light,2,0.3841588,0.2178722,0.7295641,0.6008309,0.8220263,0.02933914,1,0.03767109,1.873108,1.507111,0.01239126,6.496391,91.83787,91.83787,0.9186111
Cycle2:15:00-16:00,LFD,light,2,0.3348047,0.1884383,0.6435206,0.4989727,0.7758859,0.0386344,0,0,0,0,0,0,100,100,0.9997222
Cycle2:16:00-17:00,LFD,light,2,0.4273243,0.2047084,0.8028508,0.7112502,0.8863343,0.05498553,1,0.1929083,9.101624,7.029175,0.01465165,34.12941,58.98362,56.42877,0.5641667
Cycle2:17:00-18:00,LFD,light,2,0.395434,0.1818524,0.7358483,0.6504658,0.8772687,0.03953344,2,0.161706,5.172791,4.085144,0.017286,12.69092,78.92252,78.89475,0.7890278
Cycle2:18:00-19:00,LFD,dark,2,0.4642372,0.2077674,0.8398348,0.8142684,0.9642045,0.03886295,1,0.1580663,15.05164,13.4014,0.02123029,28.56746,66.57413,66.57413,0.6661111
Cycle2:19:00-20:00,LFD,dark,2,0.5994739,0.3440948,1.105946,1.068423,0.964305,0.07516947,3,0.3479505,38.87604,34.30304,0.01895696,73.47222,4.638889,3.111111,0.03111111
Cycle2:20:00-21:00,LFD,dark,2,0.4834372,0.2435201,0.9052192,0.8603244,0.9479631,0.08462307,1,0.08700943,16.13898,13.81769,0.01804157,35.6191,59.16158,57.77346,0.5779167
Cycle2:21:00-22:00,LFD,dark,2,0.5480227,0.288902,1.005781,0.9453186,0.9372005,0.1005242,3,0.2207394,25.56561,22.02301,0.01623204,55.72222,32.86111,31.91667,0.3188889
Cycle2:22:00-23:00,LFD,dark,2,0.4616828,0.2417392,0.8670706,0.7514289,0.8641026,0.08538678,1,0.105443,4.532349,3.435364,0.01472365,13.66287,77.22855,77.22855,0.7723611
Cycle2:23:00-00:00,LFD,dark,2,0.5836798,0.3215977,1.093817,1.002423,0.9170902,0.1008151,1,0.3338852,40.25891,36.04114,0.01832694,80.14441,3.943349,1.721744,0.01722222
Cycle2:00:00-01:00,LFD,dark,2,0.5166316,0.2661076,0.9701139,0.8892221,0.9146549,0.1086195,1,0.2443199,17.32513,14.69684,0.01562337,44.16991,52.27652,50.61077,0.50625
Cycle2:01:00-02:00,LFD,dark,2,0.4731386,0.2514323,0.8846353,0.7865455,0.8874611,0.09399436,1,0.05869102,5.316589,4.569824,0.01446704,12.69444,80.86111,80.80556,0.8079166
Cycle2:02:00-03:00,LFD,dark,2,0.4791498,0.2500468,0.9003678,0.790056,0.8716614,0.09778567,0,0.0826807,12.18164,10.56622,0.01823357,23.70905,69.73903,67.90672,0.6793056
Cycle2:03:00-04:00,LFD,dark,2,0.4575368,0.2270178,0.8540779,0.7772095,0.9077328,0.08329295,3,0.28794,10.50031,8.173401,0.0120603,33.08333,58.61111,54.33334,0.5430555
Cycle2:04:00-05:00,LFD,dark,2,0.4847412,0.2522884,0.9032491,0.8311682,0.9146457,0.08846951,2,0.130168,17.29742,14.5813,0.01526874,36.01777,50.06943,49.73618,0.4972222
Cycle2:05:00-06:00,LFD,dark,2,0.5160585,0.2695792,0.9583535,0.8834776,0.9189646,0.08518444,0,0,21.39978,18.00928,0.01546265,54.31824,45.62621,38.04499,0.3802778
Cycle1:06:00-07:00,LFD,light,3,0.5541348,0.2311427,0.9014636,0.7535328,0.8307155,0.0731863,1,0.04129887,15.55008,12.63022,0.01278411,34.48084,56.91283,52.30427,0.5231944
Cycle1:07:00-08:00,LFD,light,3,0.4696676,0.2005402,0.7239667,0.5485556,0.7554865,0.04902069,0,0,0.5938721,0.4811707,0.01234398,1.361111,98.63889,98.55555,0.9852778
Cycle1:08:00-09:00,LFD,light,3,0.4245684,0.208672,0.698702,0.5241206,0.7491149,0.04582164,0,0,0,0,.,0,100,100,1.000278
Cycle1:09:00-10:00,LFD,light,3,0.5094866,0.2257205,0.7915207,0.6091554,0.7678308,0.04353259,1,0.01761889,1.023041,0.5625916,0.01078898,3.416667,86.91666,86.91666,0.8688889
Cycle1:10:00-11:00,LFD,light,3,0.4334089,0.2034865,0.6995427,0.5286271,0.7559621,0.04081252,0,0,0,0,.,0,100,100,1
Cycle1:11:00-12:00,LFD,light,3,0.4951507,0.2475716,0.7799426,0.6033525,0.7681697,0.03913743,0,0,0.8770447,0.6504211,0.01193903,2.027215,97.97279,97.88948,0.9788889
Cycle1:12:00-13:00,LFD,light,3,0.4202379,0.1958509,0.6746207,0.5105624,0.7569093,0.03489567,0,0,0.01251221,0,.,0,100,100,1.000278
Cycle1:13:00-14:00,LFD,light,3,0.5662937,0.2003256,0.8541318,0.6854805,0.7940775,0.02730819,1,0.05351114,10.73813,8.722443,0.01240304,25.69444,62.83333,60.08334,0.6006944
Cycle1:14:00-15:00,LFD,light,3,0.4564891,0.2303374,0.7592449,0.6002406,0.7840539,0.04298499,0,0,2.280884,1.981537,0.01756707,4.164353,95.83564,95.14159,0.9518055
Cycle1:15:00-16:00,LFD,light,3,0.5006615,0.1920063,0.7703649,0.6377435,0.8232467,0.009894173,1,0.009814262,1.726593,1.42453,0.01508395,3.027778,84.30555,84.30555,0.8427778
Cycle1:16:00-17:00,LFD,light,3,0.4500937,0.2035033,0.7244758,0.535798,0.739404,0.05167123,0,0,0,0,.,0,100,100,1
Cycle1:17:00-18:00,LFD,light,3,0.5262403,0.2312172,0.8159748,0.6578844,0.800468,0.03699471,1,0.05768681,5.72525,4.556824,0.01370828,11.91336,64.39878,64.25993,0.6425
Cycle1:18:00-19:00,LFD,dark,3,0.6376126,0.2236246,0.949535,0.8116027,0.8377753,0.04477082,2,0.2908633,12.59518,10.26788,0.015266,28.78956,46.33537,41.72682,0.4173611
Cycle1:19:00-20:00,LFD,dark,3,0.7069516,0.3221762,1.084277,1.039918,0.9581044,0.05261077,2,0.3407917,30.90207,26.92441,0.01758781,64.86111,20.94444,10.38889,0.1038889
Cycle1:20:00-21:00,LFD,dark,3,0.614995,0.270232,0.9452012,0.8956889,0.9452245,0.06613848,2,0.2240713,21.66693,16.51633,0.01338013,57.13493,29.31705,19.07274,0.1908333
Cycle1:21:00-22:00,LFD,dark,3,0.6282733,0.2402955,0.9294453,0.8585288,0.9199778,0.06446961,1,0.1316261,13.4183,10.7041,0.01680952,28.05555,57.83333,52.72222,0.5272222
Cycle1:22:00-23:00,LFD,dark,3,0.5955211,0.2718105,0.9457536,0.8773223,0.9237201,0.07688355,2,0.1545753,24.44785,20.98389,0.01622319,49.26409,34.57373,32.68537,0.3268056
Cycle1:23:00-00:00,LFD,dark,3,0.5210666,0.2326926,0.8092801,0.6865668,0.8482426,0.06410926,0,0,4.598541,2.862946,0.00473386,23.63232,76.36768,72.92418,0.7291667
Cycle1:00:00-01:00,LFD,dark,3,0.6483014,0.2420376,0.966958,0.8614596,0.8802605,0.07078829,1,0.2484362,22.36893,18.92175,0.01780285,48.63964,31.3437,27.79012,0.2779167
Cycle1:01:00-02:00,LFD,dark,3,0.5156827,0.2277045,0.8272859,0.7513576,0.9074774,0.06278363,2,0.09507704,4.791168,3.66507,0.01316414,12.47222,81.27778,77.16666,0.7715278
Cycle1:02:00-03:00,LFD,dark,3,0.5173562,0.2150855,0.7932412,0.694959,0.8748741,0.05994422,1,0.1827176,2.429199,1.081421,0.01050604,8.411993,80.12215,79.48362,0.795
Cycle1:03:00-04:00,LFD,dark,3,0.5584605,0.2459261,0.8261082,0.7382398,0.8926811,0.05726033,0,0,1.612823,0.6365662,0.02263641,6.055555,93.94444,92.47222,0.9245833
Cycle1:04:00-05:00,LFD,dark,3,0.7874516,0.3550725,1.193002,1.073341,0.899411,0.06767871,2,0.7575431,37.56314,33.68433,0.01923087,67.17578,21.57734,15.74563,0.1575
Cycle1:05:00-06:00,LFD,dark,3,0.7062481,0.3363506,1.108977,0.9954628,0.8983768,0.0743577,5,0.1751394,40.70239,37.50446,0.01952503,68.42543,19.93891,13.82949,0.1383333
Cycle2:06:00-07:00,LFD,light,3,0.5643142,0.2180727,0.8883251,0.8008046,0.8973468,0.06958331,3,0.01801729,16.04047,13.99457,0.01477343,34.17546,64.04774,60.24431,0.6026389
Cycle2:07:00-08:00,LFD,light,3,0.4468359,0.2119295,0.7099865,0.5779148,0.8130534,0.04878577,0,0,0,0,.,0,100,100,0.9997222
Cycle2:08:00-09:00,LFD,light,3,0.5408177,0.1995555,0.8098335,0.66044,0.8075818,0.04396521,1,0.00352478,5.88916,4.897186,0.01361677,14.13104,82.06552,80.78845,0.8081945
Cycle2:09:00-10:00,LFD,light,3,0.453132,0.2189233,0.7398673,0.6213548,0.8361857,0.05102751,0,0,0.7046509,0.5936584,0.01162461,1.583333,98.41667,98.41667,0.9840278
Cycle2:10:00-11:00,LFD,light,3,0.4969632,0.2384575,0.7817447,0.6079888,0.7760401,0.04583815,0,0,0.6415405,0.5562134,0.01212875,1.582894,98.41711,98.41711,0.9841667
Cycle2:11:00-12:00,LFD,light,3,0.5112011,0.2065734,0.792149,0.6596098,0.8280698,0.02851198,1,0.002549171,2.079895,1.78714,0.01120768,5.304082,94.50153,93.52958,0.9352778
Cycle2:12:00-13:00,LFD,light,3,0.4813677,0.2162542,0.7400829,0.5879183,0.7939593,0.04671736,0,0,0.1207886,0.09020996,0.004532587,0.6385341,99.36147,99.36147,0.9938889
Cycle2:13:00-14:00,LFD,light,3,0.5041142,0.2195651,0.792213,0.728057,0.9185727,0.04476431,0,0,4.905273,3.063782,0.006846698,17.66667,82.33334,81.08333,0.8105556
Cycle2:14:00-15:00,LFD,light,3,0.4216365,0.1929284,0.6398391,0.5610478,0.8749202,0.04233119,0,0,1.312256,0.6221008,0.003254927,9.07829,90.92171,89.00611,0.8902778
Cycle2:15:00-16:00,LFD,light,3,0.4973845,0.1929295,0.7460117,0.6362885,0.8513437,0.03620012,1,0.03209639,2.867676,1.267365,0.003186347,18.08333,74.16666,67.19444,0.6718056
Cycle2:16:00-17:00,LFD,light,3,0.4846483,0.2042478,0.7679174,0.7161607,0.9377745,0.03756207,1,0.1377196,5.663147,3.9617,0.01061795,14.21827,75.75673,75.47904,0.7548611
Cycle2:17:00-18:00,LFD,light,3,0.4580952,0.2137829,0.7099872,0.6099582,0.8577138,0.03316151,2,0.005892277,1.355469,0.3535767,0.00371708,5.054152,94.64038,94.52929,0.9454167
Cycle2:18:00-19:00,LFD,dark,3,0.652258,0.2667901,0.9525898,0.8941235,0.9363667,0.04959906,1,0.2177639,11.91656,8.890656,0.01894983,29.78901,46.27984,39.64464,0.3966667
Cycle2:19:00-20:00,LFD,dark,3,0.718072,0.325937,1.127585,1.059453,0.9385586,0.06717028,1,0.259562,34.2356,30.35901,0.01891542,66.30555,6.611111,3.666667,0.03652778
Cycle2:20:00-21:00,LFD,dark,3,0.6967439,0.2429581,1.019176,0.9756855,0.9527102,0.07894875,3,0.9845648,29.04309,25.99823,0.01967912,51.72127,39.58912,37.00722,0.3701389
Cycle2:21:00-22:00,LFD,dark,3,0.6402898,0.2848976,0.9993932,0.960768,0.9609835,0.07925867,2,0.3151007,31.38788,27.37653,0.01806014,55.97222,35.77778,33.41667,0.3340278
Cycle2:22:00-23:00,LFD,dark,3,0.4985283,0.2360741,0.7582662,0.7152542,0.9424397,0.06758308,0,0,1.040955,0.531311,0.007926247,3.249098,96.7509,96.69536,0.9669445
Cycle2:23:00-00:00,LFD,dark,3,0.5587576,0.2386512,0.8157834,0.7883129,0.9623517,0.07465296,1,0.00155592,5.70166,4.34668,0.01339732,18.2727,81.61623,79.08914,0.7908334
Cycle2:00:00-01:00,LFD,dark,3,0.5092422,0.2450566,0.7825494,0.7613113,0.9709561,0.0690075,0,0,1.832092,0.6964722,0.004061473,10.54969,89.45031,85.36924,0.8538889
Cycle2:01:00-02:00,LFD,dark,3,0.5934945,0.2271081,0.8984304,0.8781827,0.9763157,0.05938816,1,0.1298375,10.29156,8.003845,0.01582759,24.97222,67.55555,62.55556,0.6252778
