Time,Diet,Cycle,MouseID,EE,VO2,VCO2,VH2O,RER
Cycle2:00:00-01:00,HFD+LXN,dark,31,0.7124728,2.469984,1.935207,0.1269805,0.783929
Cycle2:01:00-02:00,HFD+LXN,dark,31,0.5774328,2.015856,1.518437,0.1271486,0.7527983
Cycle2:02:00-03:00,HFD+LXN,dark,31,0.5604794,1.952982,1.486999,0.1089285,0.7600092
Cycle2:03:00-04:00,HFD+LXN,dark,31,0.5891836,2.053454,1.561541,0.1057683,0.7602666
Cycle2:04:00-05:00,HFD+LXN,dark,31,0.6642511,2.311071,1.774791,0.1053456,0.7680651
Cycle2:05:00-06:00,HFD+LXN,dark,31,0.7450709,2.592072,1.991404,0.1354987,0.7703485
Cycle1:06:00-07:00,HFD+LXN,light,32,0.5847564,2.026445,1.591067,0.05860704,0.784883
Cycle1:07:00-08:00,HFD+LXN,light,32,0.4479499,1.549478,1.229058,0.04853139,0.7918719
Cycle1:08:00-09:00,HFD+LXN,light,32,0.5188423,1.784474,1.459999,0.05096784,0.8172533
Cycle1:09:00-10:00,HFD+LXN,light,32,0.4402826,1.531779,1.176584,0.05920777,0.7674947
Cycle1:10:00-11:00,HFD+LXN,light,32,0.4674444,1.616636,1.283523,0.05287188,0.7930847
Cycle1:11:00-12:00,HFD+LXN,light,32,0.4986484,1.735252,1.331085,0.06594141,0.7617705
Cycle1:12:00-13:00,HFD+LXN,light,32,0.4668378,1.623352,1.250452,0.05441427,0.7690839
Cycle1:13:00-14:00,HFD+LXN,light,32,0.5059562,1.754601,1.372263,0.05242363,0.7800267
Cycle1:14:00-15:00,HFD+LXN,light,32,0.455517,1.578387,1.240078,0.03562224,0.7852746
Cycle1:15:00-16:00,HFD+LXN,light,32,0.5237404,1.808498,1.448208,0.057737,0.8032358
Cycle1:16:00-17:00,HFD+LXN,light,32,0.4588629,1.591641,1.243271,0.04498753,0.7788725
Cycle1:17:00-18:00,HFD+LXN,light,32,0.4772572,1.643392,1.336058,0.03652411,0.8112263
Cycle1:18:00-19:00,HFD+LXN,dark,32,0.6187416,2.131415,1.729162,0.05515506,0.8109492
Cycle1:19:00-20:00,HFD+LXN,dark,32,0.6355842,2.203196,1.727192,0.08332251,0.7849919
Cycle1:20:00-21:00,HFD+LXN,dark,32,0.5500056,1.906304,1.495494,0.09384968,0.7841148
Cycle1:21:00-22:00,HFD+LXN,dark,32,0.4842795,1.678563,1.316553,0.06903671,0.7839881
Cycle1:22:00-23:00,HFD+LXN,dark,32,0.5351605,1.85338,1.460374,0.07931433,0.787241
Cycle1:23:00-00:00,HFD+LXN,dark,32,0.5946149,2.048039,1.662684,0.06967752,0.8101978
Cycle1:00:00-01:00,HFD+LXN,dark,32,0.5619779,1.954137,1.505463,0.09067732,0.7696419
Cycle1:01:00-02:00,HFD+LXN,dark,32,0.4997224,1.735,1.348166,0.07812674,0.7773198
Cycle1:02:00-03:00,HFD+LXN,dark,32,0.5184591,1.801093,1.395008,0.06848286,0.7733875
Cycle1:03:00-04:00,HFD+LXN,dark,32,0.5955882,2.060272,1.633761,0.07029965,0.7920127
Cycle1:04:00-05:00,HFD+LXN,dark,32,0.6460429,2.23551,1.769654,0.09049648,0.791799
Cycle1:05:00-06:00,HFD+LXN,dark,32,0.6416788,2.225724,1.738761,0.09887815,0.7813508
Cycle2:06:00-07:00,HFD+LXN,light,32,0.5984398,2.071892,1.635325,0.101655,0.7888377
Cycle2:07:00-08:00,HFD+LXN,light,32,0.4747838,1.649181,1.278157,0.08504681,0.7750324
Cycle2:08:00-09:00,HFD+LXN,light,32,0.535239,1.856543,1.450284,0.08929146,0.7777792
Cycle2:09:00-10:00,HFD+LXN,light,32,0.4735036,1.66379,1.206811,0.1046199,0.7244226
Cycle2:10:00-11:00,HFD+LXN,light,32,0.4640887,1.620584,1.21889,0.09805945,0.7508126
Cycle2:11:00-12:00,HFD+LXN,light,32,0.4624544,1.598418,1.273243,0.0791234,0.7950912
Cycle2:12:00-13:00,HFD+LXN,light,32,0.5223516,1.808637,1.426785,0.08069325,0.7874121
Cycle2:13:00-14:00,HFD+LXN,light,32,0.4740657,1.656017,1.242978,0.07897136,0.7490199
Cycle2:14:00-15:00,HFD+LXN,light,32,0.481742,1.674697,1.29209,0.06983607,0.7690013
Cycle2:15:00-16:00,HFD+LXN,light,32,0.4994805,1.737123,1.336957,0.06854922,0.7662662
Cycle2:16:00-17:00,HFD+LXN,light,32,0.4936192,1.707755,1.353278,0.06218129,0.7916796
Cycle2:17:00-18:00,HFD+LXN,light,32,0.4909384,1.699839,1.341084,0.05811182,0.7852675
Cycle2:18:00-19:00,HFD+LXN,dark,32,0.5897927,2.029773,1.655102,0.05921471,0.8147057
Cycle2:19:00-20:00,HFD+LXN,dark,32,0.5946198,2.052425,1.647126,0.06562275,0.8014502
Cycle2:20:00-21:00,HFD+LXN,dark,32,0.5781549,1.999503,1.58759,0.09129136,0.7927078
Cycle2:21:00-22:00,HFD+LXN,dark,32,0.5182562,1.805512,1.376204,0.0970071,0.762428
Cycle2:22:00-23:00,HFD+LXN,dark,32,0.5295379,1.834754,1.442015,0.0905363,0.7847231
Cycle2:23:00-00:00,HFD+LXN,dark,32,0.59571,2.064304,1.621229,0.09649776,0.7831771
Cycle2:00:00-01:00,HFD+LXN,dark,32,0.5081295,1.767749,1.358163,0.1013965,0.7658734
Cycle2:01:00-02:00,HFD+LXN,dark,32,0.4946914,1.711403,1.356434,0.09758115,0.7918577
Cycle2:02:00-03:00,HFD+LXN,dark,32,0.5568856,1.932493,1.505852,0.0987829,0.7785995
Cycle2:03:00-04:00,HFD+LXN,dark,32,0.5704088,1.98376,1.526958,0.09498536,0.7683386
Cycle2:04:00-05:00,HFD+LXN,dark,32,0.5857264,2.030575,1.590969,0.09386955,0.782081
Cycle2:05:00-06:00,HFD+LXN,dark,32,0.643023,2.22764,1.752187,0.09502745,0.7872325
Cycle1:06:00-07:00,HFD+LXN,light,33,0.6517951,2.268802,1.737705,0.1118016,0.7650022
Cycle1:07:00-08:00,HFD+LXN,light,33,0.5596542,1.957484,1.45852,0.07581347,0.7445901
Cycle1:08:00-09:00,HFD+LXN,light,33,0.5174632,1.800296,1.38284,0.05371435,0.7661989
Cycle1:09:00-10:00,HFD+LXN,light,33,0.5443753,1.884367,1.488817,0.06671676,0.7881824
Cycle1:10:00-11:00,HFD+LXN,light,33,0.5258908,1.829623,1.405338,0.07264768,0.7660984
Cycle1:11:00-12:00,HFD+LXN,light,33,0.5094309,1.777233,1.343979,0.09422241,0.7560676
Cycle1:12:00-13:00,HFD+LXN,light,33,0.5687007,1.971259,1.545762,0.09879415,0.7828028
Cycle1:13:00-14:00,HFD+LXN,light,33,0.5194061,1.802931,1.40273,0.06549222,0.7792355
Cycle1:14:00-15:00,HFD+LXN,light,33,0.5226843,1.806782,1.438405,0.05684181,0.7955928
Cycle1:15:00-16:00,HFD+LXN,light,33,0.5092028,1.760211,1.401196,0.05176626,0.7946457
Cycle1:16:00-17:00,HFD+LXN,light,33,0.5520968,1.912598,1.50458,0.04496074,0.7848209
Cycle1:17:00-18:00,HFD+LXN,light,33,0.6106741,2.123536,1.635668,0.09462544,0.7677854
Cycle1:18:00-19:00,HFD+LXN,dark,33,0.5959271,2.062662,1.630351,0.07302105,0.7886053
Cycle1:19:00-20:00,HFD+LXN,dark,33,0.7336163,2.541998,1.997218,0.1021455,0.7857751
Cycle1:20:00-21:00,HFD+LXN,dark,33,0.6555913,2.27193,1.783766,0.1165424,0.7844785
Cycle1:21:00-22:00,HFD+LXN,dark,33,0.5923936,2.075084,1.532837,0.1660278,0.7359559
Cycle1:22:00-23:00,HFD+LXN,dark,33,0.7503058,2.612838,1.996297,0.1604747,0.7641523
Cycle1:23:00-00:00,HFD+LXN,dark,33,0.6207283,2.16904,1.625031,0.168688,0.7466366
Cycle1:00:00-01:00,HFD+LXN,dark,33,0.5953031,2.084884,1.541762,0.1476063,0.7385567
Cycle1:01:00-02:00,HFD+LXN,dark,33,0.6456575,2.250056,1.712013,0.1349187,0.7604011
Cycle1:02:00-03:00,HFD+LXN,dark,33,0.6055619,2.119835,1.571815,0.150436,0.7391106
Cycle1:03:00-04:00,HFD+LXN,dark,33,0.5548505,1.951445,1.407654,0.1487344,0.7188441
Cycle1:04:00-05:00,HFD+LXN,dark,33,0.5953645,2.082084,1.552667,0.1254008,0.745909
Cycle1:05:00-06:00,HFD+LXN,dark,33,0.6530368,2.269602,1.753567,0.1155843,0.7719384
Cycle2:06:00-07:00,HFD+LXN,light,33,0.6440053,2.251037,1.683621,0.1174968,0.7484218
Cycle2:07:00-08:00,HFD+LXN,light,33,0.5251476,1.840904,1.35394,0.09828573,0.7333915
Cycle2:08:00-09:00,HFD+LXN,light,33,0.5448807,1.897877,1.448294,0.06811088,0.7609116
Cycle2:09:00-10:00,HFD+LXN,light,33,0.5466754,1.910031,1.432028,0.08633753,0.7495486
Cycle2:10:00-11:00,HFD+LXN,light,33,0.5431257,1.889285,1.452463,0.07660106,0.7677575
Cycle2:11:00-12:00,HFD+LXN,light,33,0.5634772,1.956075,1.521153,0.0768084,0.7739981
Cycle2:12:00-13:00,HFD+LXN,light,33,0.5263379,1.827568,1.419395,0.09184003,0.7766991
Cycle2:13:00-14:00,HFD+LXN,light,33,0.5213162,1.804265,1.426758,0.07640325,0.7894267
Cycle2:14:00-15:00,HFD+LXN,light,33,0.6091462,2.109557,1.662452,0.1128967,0.7884982
Cycle2:15:00-16:00,HFD+LXN,light,33,0.5384089,1.873013,1.439364,0.06892507,0.7674511
Cycle2:16:00-17:00,HFD+LXN,light,33,0.5462393,1.887019,1.507456,0.07143737,0.7979349
Cycle2:17:00-18:00,HFD+LXN,light,33,0.5881593,2.035882,1.608718,0.1187548,0.7885205
Cycle2:18:00-19:00,HFD+LXN,dark,33,0.5889407,2.037918,1.613241,0.09271929,0.7890825
Cycle2:19:00-20:00,HFD+LXN,dark,33,0.6945993,2.400397,1.913827,0.1038511,0.7977253
Cycle2:20:00-21:00,HFD+LXN,dark,33,0.6591905,2.288361,1.779456,0.1153594,0.7778987
Cycle2:21:00-22:00,HFD+LXN,dark,33,0.6283888,2.181354,1.696592,0.1107369,0.7769287
Cycle2:22:00-23:00,HFD+LXN,dark,33,0.6421248,2.233875,1.716435,0.1392592,0.768334
Cycle2:23:00-00:00,HFD+LXN,dark,33,0.6338482,2.214404,1.661095,0.1637019,0.7486424
Cycle2:00:00-01:00,HFD+LXN,dark,33,0.5905715,2.064029,1.544774,0.1252159,0.7472691
Cycle2:01:00-02:00,HFD+LXN,dark,33,0.6014275,2.098039,1.587177,0.1277503,0.755212
Cycle2:02:00-03:00,HFD+LXN,dark,33,0.6084255,2.126268,1.592045,0.134109,0.7448753
Cycle2:03:00-04:00,HFD+LXN,dark,33,0.5627784,1.965978,1.475333,0.143007,0.7494465
Cycle2:04:00-05:00,HFD+LXN,dark,33,0.6063015,2.112716,1.608328,0.1325859,0.7567247
Cycle2:05:00-06:00,HFD+LXN,dark,33,0.7244508,2.515844,1.952295,0.1355757,0.7761831
Cycle1:06:00-07:00,HFD+LXN,light,34,0.6129833,2.115245,1.700006,0.06919508,0.8030772
Cycle1:07:00-08:00,HFD+LXN,light,34,0.4591104,1.597742,1.225262,0.06257936,0.7642944
Cycle1:08:00-09:00,HFD+LXN,light,34,0.4487168,1.547054,1.249254,0.04881173,0.8045682
Cycle1:09:00-10:00,HFD+LXN,light,34,0.4945345,1.698397,1.400414,0.04956223,0.8232476
Cycle1:10:00-11:00,HFD+LXN,light,34,0.5102329,1.770088,1.381522,0.06303319,0.7794571
Cycle1:11:00-12:00,HFD+LXN,light,34,0.4677132,1.61731,1.285175,0.08017354,0.7935198
Cycle1:12:00-13:00,HFD+LXN,light,34,0.5341596,1.842941,1.482484,0.07065637,0.8020442
Cycle1:13:00-14:00,HFD+LXN,light,34,0.4556384,1.573306,1.260014,0.05545709,0.7994705
Cycle1:14:00-15:00,HFD+LXN,light,34,0.4747666,1.635472,1.326747,0.04311105,0.8095866
Cycle1:15:00-16:00,HFD+LXN,light,34,0.4877318,1.686052,1.341891,0.04535448,0.7948689
Cycle1:16:00-17:00,HFD+LXN,light,34,0.4892587,1.682071,1.379086,0.03575925,0.8186683
Cycle1:17:00-18:00,HFD+LXN,light,34,0.4887746,1.679917,1.379469,0.05649561,0.8192526
Cycle1:18:00-19:00,HFD+LXN,dark,34,0.5586503,1.921137,1.57291,0.05096801,0.8163274
Cycle1:19:00-20:00,HFD+LXN,dark,34,0.5875207,2.023622,1.642784,0.06036892,0.8109473
Cycle1:20:00-21:00,HFD+LXN,dark,34,0.6459519,2.229311,1.790372,0.0556381,0.8028694
Cycle1:21:00-22:00,HFD+LXN,dark,34,0.5355783,1.858819,1.447289,0.1090228,0.7772717
Cycle1:22:00-23:00,HFD+LXN,dark,34,0.6123235,2.121742,1.666912,0.1121933,0.7832268
Cycle1:23:00-00:00,HFD+LXN,dark,34,0.5253393,1.828356,1.401541,0.1103468,0.7630537
Cycle1:00:00-01:00,HFD+LXN,dark,34,0.5452287,1.895582,1.461714,0.09932885,0.7685958
Cycle1:01:00-02:00,HFD+LXN,dark,34,0.5490244,1.897681,1.511435,0.09065471,0.7952135
Cycle1:02:00-03:00,HFD+LXN,dark,34,0.6718149,2.33348,1.808925,0.1118869,0.7747614
Cycle1:03:00-04:00,HFD+LXN,dark,34,0.5429922,1.89508,1.4298,0.1234751,0.7527244
Cycle1:04:00-05:00,HFD+LXN,dark,34,0.5556393,1.928155,1.502527,0.1106565,0.778711
Cycle1:05:00-06:00,HFD+LXN,dark,34,0.5882665,2.040039,1.595522,0.09846275,0.7798806
Cycle2:06:00-07:00,HFD+LXN,light,34,0.5551293,1.924944,1.506287,0.0922702,0.7809632
Cycle2:07:00-08:00,HFD+LXN,light,34,0.5022382,1.743472,1.35589,0.09205303,0.7763352
Cycle2:08:00-09:00,HFD+LXN,light,34,0.4681636,1.614745,1.301101,0.07529882,0.8039429
Cycle2:09:00-10:00,HFD+LXN,light,34,0.4689805,1.622134,1.287081,0.08158731,0.7917108
Cycle2:10:00-11:00,HFD+LXN,light,34,0.4717975,1.630677,1.29909,0.07256293,0.7955539
Cycle2:11:00-12:00,HFD+LXN,light,34,0.5291079,1.827637,1.460893,0.06461503,0.7961951
Cycle2:12:00-13:00,HFD+LXN,light,34,0.4451372,1.550888,1.181648,0.0885035,0.7583537
Cycle2:13:00-14:00,HFD+LXN,light,34,0.487145,1.697036,1.293912,0.07446736,0.7617317
Cycle2:14:00-15:00,HFD+LXN,light,34,0.4749557,1.642247,1.305457,0.08063724,0.7942023
Cycle2:15:00-16:00,HFD+LXN,light,34,0.4903527,1.702824,1.321624,0.05236309,0.7731277
Cycle2:16:00-17:00,HFD+LXN,light,34,0.4632433,1.607994,1.251011,0.04132273,0.7763007
Cycle2:17:00-18:00,HFD+LXN,light,34,0.4905179,1.693088,1.358805,0.07500001,0.8026426
Cycle2:18:00-19:00,HFD+LXN,dark,34,0.5406557,1.862378,1.511118,0.06574196,0.8096679
Cycle2:19:00-20:00,HFD+LXN,dark,34,0.6032782,2.096291,1.621297,0.06720976,0.773577
Cycle2:20:00-21:00,HFD+LXN,dark,34,0.6233818,2.173264,1.649968,0.08818691,0.75781
Cycle2:21:00-22:00,HFD+LXN,dark,34,0.5973554,2.073937,1.611696,0.08777975,0.7753722
Cycle2:22:00-23:00,HFD+LXN,dark,34,0.5408573,1.879387,1.453549,0.08849955,0.7725793
Cycle2:23:00-00:00,HFD+LXN,dark,34,0.6420045,2.224445,1.748225,0.1146148,0.7854321
Cycle2:00:00-01:00,HFD+LXN,dark,34,0.5578639,1.939787,1.494604,0.1112175,0.7680024
Cycle2:01:00-02:00,HFD+LXN,dark,34,0.5966334,2.075147,1.596507,0.1185626,0.769007
Cycle2:02:00-03:00,HFD+LXN,dark,34,0.5328332,1.857539,1.41048,0.09315386,0.7570035
Cycle2:03:00-04:00,HFD+LXN,dark,34,0.5827683,2.02772,1.556565,0.1083787,0.7671517
Cycle2:04:00-05:00,HFD+LXN,dark,34,0.5924647,2.074306,1.536683,0.1183854,0.7421793
Cycle2:05:00-06:00,HFD+LXN,dark,34,0.5508581,1.916084,1.473491,0.1080713,0.7663186
Cycle1:06:00-07:00,HFD+LXN,light,35,0.5899835,2.05615,1.563987,0.148196,0.758423
Cycle1:07:00-08:00,HFD+LXN,light,35,0.6185114,2.152612,1.650162,0.09416321,0.7615904
Cycle1:08:00-09:00,HFD+LXN,light,35,0.5126109,1.79011,1.346013,0.08255928,0.7483574
Cycle1:09:00-10:00,HFD+LXN,light,35,0.5677778,1.970482,1.534622,0.07862812,0.7731795
Cycle1:10:00-11:00,HFD+LXN,light,35,0.47301,1.656501,1.225342,0.09630005,0.7384116
Cycle1:11:00-12:00,HFD+LXN,light,35,0.5225359,1.817179,1.399123,0.07222291,0.7654927
Cycle1:12:00-13:00,HFD+LXN,light,35,0.5069637,1.771051,1.328828,0.09855914,0.7504478
Cycle1:13:00-14:00,HFD+LXN,light,35,0.5118338,1.772847,1.395818,0.08347941,0.7851786
Cycle1:14:00-15:00,HFD+LXN,light,35,0.5536616,1.920758,1.499085,0.1058482,0.7757708
Cycle1:15:00-16:00,HFD+LXN,light,35,0.5194069,1.79754,1.421949,0.08594704,0.7882766
Cycle1:16:00-17:00,HFD+LXN,light,35,0.5465385,1.890966,1.497898,0.06808113,0.7882931
Cycle1:17:00-18:00,HFD+LXN,light,35,0.5612731,1.947588,1.518181,0.1144765,0.7781178
Cycle1:18:00-19:00,HFD+LXN,dark,35,0.5997621,2.074438,1.64618,0.1137806,0.7875158
Cycle1:19:00-20:00,HFD+LXN,dark,35,0.6832162,2.359695,1.887321,0.1026985,0.799891
Cycle1:20:00-21:00,HFD+LXN,dark,35,0.6732706,2.34333,1.795761,0.1330626,0.7629386
Cycle1:21:00-22:00,HFD+LXN,dark,35,0.6501791,2.26266,1.735241,0.138629,0.7654845
Cycle1:22:00-23:00,HFD+LXN,dark,35,0.6552617,2.280102,1.749681,0.1141236,0.7639749
Cycle1:23:00-00:00,HFD+LXN,dark,35,0.5914388,2.05537,1.588699,0.1052944,0.7691461
Cycle1:00:00-01:00,HFD+LXN,dark,35,0.6500539,2.262485,1.733979,0.1125327,0.7658575
Cycle1:01:00-02:00,HFD+LXN,dark,35,0.6203535,2.16296,1.641047,0.1340424,0.7582065
Cycle1:02:00-03:00,HFD+LXN,dark,35,0.6203601,2.163116,1.64059,0.1168132,0.7578866
Cycle1:03:00-04:00,HFD+LXN,dark,35,0.5979211,2.079927,1.598877,0.1012263,0.7675294
Cycle1:04:00-05:00,HFD+LXN,dark,35,0.625306,2.167895,1.698095,0.1021964,0.7789631
Cycle1:05:00-06:00,HFD+LXN,dark,35,0.6090735,2.120292,1.623103,0.145129,0.7627038
Cycle2:06:00-07:00,HFD+LXN,light,35,0.6996186,2.44168,1.842358,0.1416917,0.752415
Cycle2:07:00-08:00,HFD+LXN,light,35,0.4964383,1.748968,1.248905,0.1341444,0.7113419
Cycle2:08:00-09:00,HFD+LXN,light,35,0.5643888,1.967368,1.494649,0.1181522,0.758571
Cycle2:09:00-10:00,HFD+LXN,light,35,0.4829699,1.687355,1.265489,0.06452254,0.7500958
Cycle2:10:00-11:00,HFD+LXN,light,35,0.5552231,1.932425,1.481042,0.1206818,0.7613115
Cycle2:11:00-12:00,HFD+LXN,light,35,0.480965,1.67979,1.262235,0.07536659,0.750384
Cycle2:12:00-13:00,HFD+LXN,light,35,0.4454044,1.559866,1.153684,0.07190955,0.7376898
Cycle2:13:00-14:00,HFD+LXN,light,35,0.5378333,1.871553,1.435892,0.08452342,0.7662933
Cycle2:14:00-15:00,HFD+LXN,light,35,0.4615711,1.610439,1.2171,0.06552111,0.7537943
Cycle2:15:00-16:00,HFD+LXN,light,35,0.5261486,1.832526,1.398877,0.1128236,0.7620265
Cycle2:16:00-17:00,HFD+LXN,light,35,0.5147255,1.792639,1.368866,0.06154114,0.756054
Cycle2:17:00-18:00,HFD+LXN,light,35,0.5361224,1.8553,1.468027,0.04317202,0.7890245
Cycle2:18:00-19:00,HFD+LXN,dark,35,0.5661544,1.964746,1.5306,0.09163442,0.7739615
Cycle2:19:00-20:00,HFD+LXN,dark,35,0.7073897,2.451694,1.923783,0.125995,0.7841678
Cycle2:20:00-21:00,HFD+LXN,dark,35,0.6218265,2.160839,1.670804,0.1221479,0.7721936
Cycle2:21:00-22:00,HFD+LXN,dark,35,0.7031081,2.439698,1.902005,0.1254761,0.7765996
Cycle2:22:00-23:00,HFD+LXN,dark,35,0.5693582,1.99185,1.482298,0.1384077,0.7410843
Cycle2:23:00-00:00,HFD+LXN,dark,35,0.5610547,1.964716,1.453859,0.1192326,0.7375065
Cycle2:00:00-01:00,HFD+LXN,dark,35,0.606216,2.113178,1.605394,0.1133738,0.758454
Cycle2:01:00-02:00,HFD+LXN,dark,35,0.5672295,1.985361,1.473341,0.1308856,0.7402544
Cycle2:02:00-03:00,HFD+LXN,dark,35,0.544634,1.902846,1.426871,0.1178578,0.7474886
Cycle2:03:00-04:00,HFD+LXN,dark,35,0.558127,1.953093,1.451154,0.104812,0.741798
Cycle2:04:00-05:00,HFD+LXN,dark,35,0.571549,1.99105,1.518165,0.08485367,0.7604709
Cycle2:05:00-06:00,HFD+LXN,dark,35,0.7029816,2.449391,1.865561,0.1375659,0.7618598
Cycle1:06:00-07:00,HFD+LXN,light,36,0.6311535,1.827795,1.475861,0.07971006,0.791453
Cycle1:07:00-08:00,HFD+LXN,light,36,0.459935,1.716353,1.315794,0.09012785,0.7746905
Cycle1:08:00-09:00,HFD+LXN,light,36,0.3667002,1.540585,1.209492,0.07685376,0.7725941
Cycle1:09:00-10:00,HFD+LXN,light,36,0.5825694,1.601831,1.268726,0.07849975,0.8086837
Cycle1:10:00-11:00,HFD+LXN,light,36,0.373956,1.539857,1.214612,0.07618146,0.748642
Cycle1:11:00-12:00,HFD+LXN,light,36,0.395076,1.593688,1.228035,0.07376356,0.7539079
Cycle1:12:00-13:00,HFD+LXN,light,36,0.3858745,1.545473,1.188619,0.07626698,0.7819912
Cycle1:13:00-14:00,HFD+LXN,light,36,0.457438,1.478007,1.157848,0.07962918,0.7797093
Cycle1:14:00-15:00,HFD+LXN,light,36,0.3759352,1.676813,1.325,0.07472516,0.7629772
Cycle1:15:00-16:00,HFD+LXN,light,36,0.5022721,1.520871,1.160196,0.05297965,0.7960098
Cycle1:16:00-17:00,HFD+LXN,light,36,0.4067824,1.573945,1.279937,0.05029167,0.7464611
Cycle1:17:00-18:00,HFD+LXN,light,36,0.486989,1.619179,1.311963,0.04356054,0.7907937
Cycle1:18:00-19:00,HFD+LXN,dark,36,0.5732529,1.933333,1.587847,0.07440522,0.8149934
Cycle1:19:00-20:00,HFD+LXN,dark,36,0.6202208,2.082145,1.674337,0.09683798,0.8090695
Cycle1:20:00-21:00,HFD+LXN,dark,36,0.6121982,1.794024,1.438244,0.1231427,0.7929441
Cycle1:21:00-22:00,HFD+LXN,dark,36,0.5887356,1.583975,1.261801,0.1041402,0.8037991
Cycle1:22:00-23:00,HFD+LXN,dark,36,0.4480312,1.747341,1.381125,0.100384,0.7487537
Cycle1:23:00-00:00,HFD+LXN,dark,36,0.555165,2.06702,1.661141,0.115434,0.7870276
Cycle1:00:00-01:00,HFD+LXN,dark,36,0.4745787,1.895055,1.473097,0.1210936,0.7717246
Cycle1:01:00-02:00,HFD+LXN,dark,36,0.53026,1.580361,1.20592,0.1135864,0.7964943
Cycle1:02:00-03:00,HFD+LXN,dark,36,0.4722087,1.740251,1.358082,0.1048951,0.772577
Cycle1:03:00-04:00,HFD+LXN,dark,36,0.4342632,1.719942,1.331086,0.1063434,0.7747586
Cycle1:04:00-05:00,HFD+LXN,dark,36,0.6118951,1.948751,1.532551,0.09410716,0.81437
Cycle1:05:00-06:00,HFD+LXN,dark,36,0.5991418,1.949014,1.518845,0.1287854,0.7959532
Cycle2:06:00-07:00,HFD+LXN,light,36,0.545943,1.54102,1.166366,0.1161846,0.7716807
Cycle2:07:00-08:00,HFD+LXN,light,36,0.384612,1.704208,1.31123,0.1153422,0.7600744
Cycle2:08:00-09:00,HFD+LXN,light,36,0.389893,1.502742,1.116506,0.1022508,0.7822232
Cycle2:09:00-10:00,HFD+LXN,light,36,0.5419013,1.578091,1.159852,0.09540202,0.8164333
Cycle2:10:00-11:00,HFD+LXN,light,36,0.468298,1.552144,1.191269,0.09042364,0.784178
Cycle2:11:00-12:00,HFD+LXN,light,36,0.4182655,1.511565,1.146762,0.06912091,0.7861786
Cycle2:12:00-13:00,HFD+LXN,light,36,0.377575,1.605479,1.270172,0.07578179,0.7724492
Cycle2:13:00-14:00,HFD+LXN,light,36,0.4504483,1.542636,1.162024,0.06991407,0.7942119
Cycle2:14:00-15:00,HFD+LXN,light,36,0.4014255,1.583792,1.253103,0.07416346,0.7822849
Cycle2:15:00-16:00,HFD+LXN,light,36,0.4502499,1.578553,1.223107,0.09177673,0.7764357
Cycle2:16:00-17:00,HFD+LXN,light,36,0.4060537,1.689046,1.349712,0.1080446,0.7731188
Cycle2:17:00-18:00,HFD+LXN,light,36,0.5039788,1.663991,1.31359,0.1013627,0.8004472
Cycle2:18:00-19:00,HFD+LXN,dark,36,0.547986,1.85579,1.506162,0.09773892,0.7935078
Cycle2:19:00-20:00,HFD+LXN,dark,36,0.5928736,2.020037,1.628056,0.123289,0.8026907
Cycle2:20:00-21:00,HFD+LXN,dark,36,0.594811,1.924776,1.509997,0.1239296,0.8039527
Cycle2:21:00-22:00,HFD+LXN,dark,36,0.5837041,1.618323,1.148909,0.128359,0.7952186
Cycle2:22:00-23:00,HFD+LXN,dark,36,0.4702196,1.713432,1.271567,0.1014221,0.7717145
Cycle2:23:00-00:00,HFD+LXN,dark,36,0.4585794,1.962628,1.516658,0.1081375,0.7610392
Cycle2:00:00-01:00,HFD+LXN,dark,36,0.569848,1.730594,1.306929,0.1200451,0.7883242
Cycle2:01:00-02:00,HFD+LXN,dark,36,0.5721177,1.824463,1.364356,0.1120076,0.7909819
Cycle2:02:00-03:00,HFD+LXN,dark,36,0.4501202,1.798064,1.361516,0.1277856,0.7386515
Cycle2:03:00-04:00,HFD+LXN,dark,36,0.4389956,1.616571,1.157012,0.113922,0.740708
Cycle2:04:00-05:00,HFD+LXN,dark,36,0.4980547,1.78957,1.315565,0.1161056,0.7692888
Cycle2:05:00-06:00,HFD+LXN,dark,36,0.4887996,1.970995,1.495695,0.1306023,0.7835506
Cycle1:06:00-07:00,HFD+HXN,light,37,0.5382965,1.864684,1.46735,0.07197648,0.786605
Cycle1:07:00-08:00,HFD+HXN,light,37,0.4250682,1.476916,1.142807,0.07301726,0.7726108
Cycle1:08:00-09:00,HFD+HXN,light,37,0.4144585,1.431327,1.145372,0.05201999,0.7995045
Cycle1:09:00-10:00,HFD+HXN,light,37,0.4419284,1.526821,1.219052,0.0521135,0.797846
Cycle1:10:00-11:00,HFD+HXN,light,37,0.3803423,1.324866,1.010614,0.04999704,0.7633762
Cycle1:11:00-12:00,HFD+HXN,light,37,0.4818382,1.664175,1.331034,0.05631634,0.7978286
Cycle1:12:00-13:00,HFD+HXN,light,37,0.4032607,1.404553,1.072034,0.06371332,0.7632558
Cycle1:13:00-14:00,HFD+HXN,light,37,0.4358594,1.510164,1.186951,0.06804541,0.7828146
Cycle1:14:00-15:00,HFD+HXN,light,37,0.4164303,1.444808,1.127047,0.06280781,0.7792994
Cycle1:15:00-16:00,HFD+HXN,light,37,0.3826686,1.327106,1.037692,0.0381574,0.7817754
Cycle1:16:00-17:00,HFD+HXN,light,37,0.4317438,1.490406,1.195334,0.03967681,0.8011081
