Time,Diet,Cycle,MouseID,EE,VO2,VCO2,VH2O,RER
Cycle2:21:00-22:00,HFD,dark,14,0.5854868,2.039762,1.554622,0.7594688,0.09876433
Cycle2:22:00-23:00,HFD,dark,14,0.5820876,2.014815,1.592292,0.7903906,0.08574237
Cycle2:23:00-00:00,HFD,dark,14,0.5366272,1.867515,1.432106,0.7658331,0.07369494
Cycle2:00:00-01:00,HFD,dark,14,0.5426444,1.884567,1.462022,0.7749962,0.06926677
Cycle2:01:00-02:00,HFD,dark,14,0.5728405,1.988808,1.545615,0.7755665,0.08119321
Cycle2:02:00-03:00,HFD,dark,14,0.5340489,1.856904,1.431063,0.7693622,0.07779703
Cycle2:03:00-04:00,HFD,dark,14,0.5199406,1.810545,1.383653,0.7644196,0.06732742
Cycle2:04:00-05:00,HFD,dark,14,0.6257827,2.16552,1.713741,0.7904229,0.07444546
Cycle2:05:00-06:00,HFD,dark,14,0.6488076,2.250664,1.757317,0.7805056,0.07999463
Cycle1:06:00-07:00,HFD,light,15,0.5640134,1.967148,1.489775,0.1343237,0.7566317
Cycle1:07:00-08:00,HFD,light,15,0.6854333,2.358645,1.924475,0.1195116,0.8135553
Cycle1:08:00-09:00,HFD,light,15,0.5629105,1.958014,1.505704,0.1190067,0.7691116
Cycle1:09:00-10:00,HFD,light,15,0.6531795,2.268954,1.758028,0.1328471,0.7726314
Cycle1:10:00-11:00,HFD,light,15,0.5792606,2.020124,1.530774,0.1254133,0.7572012
Cycle1:11:00-12:00,HFD,light,15,0.6076126,2.100174,1.672775,0.1164454,0.7912632
Cycle1:12:00-13:00,HFD,light,15,0.5928105,2.057257,1.602645,0.09569378,0.7777575
Cycle1:13:00-14:00,HFD,light,15,0.5084908,1.771091,1.351696,0.08334921,0.75802
Cycle1:14:00-15:00,HFD,light,15,0.5839595,2.010322,1.636511,0.08827908,0.8134108
Cycle1:15:00-16:00,HFD,light,15,0.6342493,2.170504,1.823568,0.03167076,0.8425635
Cycle1:16:00-17:00,HFD,light,15,0.6340181,2.197198,1.724966,0.1382389,0.7800075
Cycle1:17:00-18:00,HFD,light,15,0.6187789,2.136141,1.712883,0.08791769,0.7983394
Cycle1:18:00-19:00,HFD,dark,15,0.7351989,2.535613,2.043818,0.1011324,0.8038404
Cycle1:19:00-20:00,HFD,dark,15,0.6945578,2.406001,1.893231,0.1418346,0.7858735
Cycle1:20:00-21:00,HFD,dark,15,0.7616224,2.646636,2.046394,0.172481,0.7735692
Cycle1:21:00-22:00,HFD,dark,15,0.6151075,2.141963,1.636812,0.1691174,0.7624796
Cycle1:22:00-23:00,HFD,dark,15,0.7217772,2.503381,1.956413,0.1733212,0.7798933
Cycle1:23:00-00:00,HFD,dark,15,0.625693,2.18518,1.642335,0.155203,0.7488189
Cycle1:00:00-01:00,HFD,dark,15,0.6088989,2.125932,1.600378,0.133744,0.7502225
Cycle1:01:00-02:00,HFD,dark,15,0.618935,2.148175,1.672357,0.08309088,0.777386
Cycle1:02:00-03:00,HFD,dark,15,0.6492845,2.254654,1.750287,0.09719795,0.7720128
Cycle1:03:00-04:00,HFD,dark,15,0.6259343,2.176841,1.675687,0.1180763,0.7664861
Cycle1:04:00-05:00,HFD,dark,15,0.6379291,2.22067,1.700262,0.1294408,0.7573056
Cycle1:05:00-06:00,HFD,dark,15,0.6916762,2.398183,1.877666,0.1389747,0.7797199
Cycle2:06:00-07:00,HFD,light,15,0.5675552,1.98746,1.470772,0.7366613,0.1303414
Cycle2:07:00-08:00,HFD,light,15,0.5909153,2.052919,1.589544,0.7722424,0.1042603
Cycle2:08:00-09:00,HFD,light,15,0.5389633,1.860404,1.492648,0.8000616,0.1016457
Cycle2:09:00-10:00,HFD,light,15,0.6570092,2.272907,1.801653,0.7913318,0.1226814
Cycle2:10:00-11:00,HFD,light,15,0.5448386,1.889671,1.476899,0.7802967,0.112024
Cycle2:11:00-12:00,HFD,light,15,0.5549746,1.929783,1.486711,0.7664774,0.07446977
Cycle2:12:00-13:00,HFD,light,15,0.6091812,2.112266,1.653328,0.780466,0.1279237
Cycle2:13:00-14:00,HFD,light,15,0.5735663,1.994217,1.537276,0.7666202,0.1008723
Cycle2:14:00-15:00,HFD,light,15,0.5866535,2.037265,1.5811,0.7726806,0.1121021
Cycle2:15:00-16:00,HFD,light,15,0.5496345,1.905591,1.492442,0.780095,0.08307305
Cycle2:16:00-17:00,HFD,light,15,0.67379,2.318359,1.892568,0.8117305,0.0891077
Cycle2:17:00-18:00,HFD,light,15,0.680347,2.363628,1.830071,0.7738025,0.1032538
Cycle2:18:00-19:00,HFD,dark,15,0.7273675,2.516901,1.992481,0.79175,0.123027
Cycle2:19:00-20:00,HFD,dark,15,0.6952254,2.4261,1.83167,0.7523691,0.1405127
Cycle2:20:00-21:00,HFD,dark,15,0.6870024,2.403659,1.787722,0.7433252,0.1936137
Cycle2:21:00-22:00,HFD,dark,15,0.6608222,2.306801,1.738338,0.7518052,0.1611438
Cycle2:22:00-23:00,HFD,dark,15,0.607981,2.130647,1.569743,0.7351881,0.1627389
Cycle2:23:00-00:00,HFD,dark,15,0.6243808,2.199382,1.571955,0.7133,0.1804319
Cycle2:00:00-01:00,HFD,dark,15,0.6163324,2.147174,1.636705,0.758752,0.1683373
Cycle2:01:00-02:00,HFD,dark,15,0.6258193,2.183641,1.649722,0.7510329,0.1323853
Cycle2:02:00-03:00,HFD,dark,15,0.6506708,2.26492,1.734595,0.7643214,0.1342091
Cycle2:03:00-04:00,HFD,dark,15,0.6280425,2.181028,1.692536,0.7743713,0.1082402
Cycle2:04:00-05:00,HFD,dark,15,0.6894397,2.389669,1.8743,0.7820023,0.1241089
Cycle2:05:00-06:00,HFD,dark,15,0.6835919,2.377434,1.829776,0.7661217,0.1417187
Cycle1:06:00-07:00,HFD,light,16,0.559727,1.95511,1.468078,0.1112764,0.7510174
Cycle1:07:00-08:00,HFD,light,16,0.5952148,2.051774,1.658413,0.08608787,0.8087279
Cycle1:08:00-09:00,HFD,light,16,0.549913,1.91626,1.458622,0.100403,0.7603171
Cycle1:09:00-10:00,HFD,light,16,0.5537457,1.92748,1.4764,0.08385421,0.7638317
Cycle1:10:00-11:00,HFD,light,16,0.7158981,2.489543,1.91713,0.1273209,0.7659418
Cycle1:11:00-12:00,HFD,light,16,0.5493495,1.920704,1.434297,0.08022639,0.7466013
Cycle1:12:00-13:00,HFD,light,16,0.655673,2.263271,1.815852,0.09507693,0.7969204
Cycle1:13:00-14:00,HFD,light,16,0.5363913,1.874695,1.402965,0.06495031,0.749081
Cycle1:14:00-15:00,HFD,light,16,0.6009758,2.080552,1.642683,0.08174933,0.7842862
Cycle1:15:00-16:00,HFD,light,16,0.5372002,1.865758,1.447003,0.03891687,0.7700119
Cycle1:16:00-17:00,HFD,light,16,0.6712659,2.330681,1.810625,0.1305987,0.7752842
Cycle1:17:00-18:00,HFD,light,16,0.5982139,2.088818,1.571607,0.0903535,0.7514038
Cycle1:18:00-19:00,HFD,dark,16,0.7435287,2.569453,2.048761,0.1007518,0.7954909
Cycle1:19:00-20:00,HFD,dark,16,0.8309106,2.880089,2.258663,0.150002,0.7853104
Cycle1:20:00-21:00,HFD,dark,16,0.6261025,2.180778,1.664193,0.1423986,0.7647023
Cycle1:21:00-22:00,HFD,dark,16,0.672471,2.321253,1.862382,0.1342182,0.8015773
Cycle1:22:00-23:00,HFD,dark,16,0.7413523,2.570821,2.011088,0.1818735,0.7799813
Cycle1:23:00-00:00,HFD,dark,16,0.5910679,2.049479,1.6041,0.1352003,0.7829893
Cycle1:00:00-01:00,HFD,dark,16,0.5887064,2.038894,1.606231,0.1336113,0.786964
Cycle1:01:00-02:00,HFD,dark,16,0.5387573,1.866909,1.466367,0.08609234,0.7856624
Cycle1:02:00-03:00,HFD,dark,16,0.5676016,1.978684,1.502741,0.09815799,0.7574312
Cycle1:03:00-04:00,HFD,dark,16,0.633661,2.19527,1.726453,0.1101566,0.7853044
Cycle1:04:00-05:00,HFD,dark,16,0.6711955,2.319551,1.849225,0.1272435,0.7938753
Cycle1:05:00-06:00,HFD,dark,16,0.7832336,2.73004,2.07487,0.16931,0.758849
Cycle2:06:00-07:00,HFD,light,16,0.5927558,2.078546,1.525963,0.7343417,0.1505415
Cycle2:07:00-08:00,HFD,light,16,0.4905254,1.718961,1.266726,0.7369354,0.109457
Cycle2:08:00-09:00,HFD,light,16,0.6428393,2.227434,1.750156,0.783971,0.1368628
Cycle2:09:00-10:00,HFD,light,16,0.5088382,1.777993,1.332339,0.7488416,0.1208254
Cycle2:10:00-11:00,HFD,light,16,0.4917639,1.72509,1.263551,0.7320575,0.1077575
Cycle2:11:00-12:00,HFD,light,16,0.5152311,1.798897,1.354186,0.7524648,0.07555199
Cycle2:12:00-13:00,HFD,light,16,0.526067,1.837566,1.37969,0.7498377,0.1127634
Cycle2:13:00-14:00,HFD,light,16,0.5490093,1.910643,1.46502,0.766296,0.09280634
Cycle2:14:00-15:00,HFD,light,16,0.6995264,2.432243,1.874594,0.7698561,0.121837
Cycle2:15:00-16:00,HFD,light,16,0.5087707,1.783199,1.312769,0.7354256,0.09368917
Cycle2:16:00-17:00,HFD,light,16,0.5319978,1.859611,1.390507,0.7461513,0.07532042
Cycle2:17:00-18:00,HFD,light,16,0.6055759,2.096076,1.656686,0.7876344,0.083634
Cycle2:18:00-19:00,HFD,dark,16,0.7742468,2.691031,2.078444,0.7730406,0.126021
Cycle2:19:00-20:00,HFD,dark,16,0.5957134,2.072649,1.591543,0.7653425,0.1246605
Cycle2:20:00-21:00,HFD,dark,16,0.8135552,2.816458,2.223866,0.7890795,0.1710874
Cycle2:21:00-22:00,HFD,dark,16,0.5693794,1.974598,1.544093,0.7800273,0.1280322
Cycle2:22:00-23:00,HFD,dark,16,0.6261433,2.171403,1.698212,0.7813317,0.1166377
Cycle2:23:00-00:00,HFD,dark,16,0.7379565,2.561097,1.994568,0.7777677,0.1536002
Cycle2:00:00-01:00,HFD,dark,16,0.5763221,2.015564,1.502738,0.7452242,0.1664991
Cycle2:01:00-02:00,HFD,dark,16,0.6080278,2.107806,1.651837,0.7805162,0.1220384
Cycle2:02:00-03:00,HFD,dark,16,0.5840058,2.032153,1.559416,0.7664661,0.1257892
Cycle2:03:00-04:00,HFD,dark,16,0.5910819,2.038852,1.642178,0.8050516,0.09527009
Cycle2:04:00-05:00,HFD,dark,16,0.6980646,2.411436,1.926709,0.7956638,0.1342659
Cycle2:05:00-06:00,HFD,dark,16,0.6654293,2.307365,1.805751,0.7777928,0.1376659
Cycle1:06:00-07:00,HFD,light,17,0.5102784,1.788525,1.316513,0.1763854,0.7333655
Cycle1:07:00-08:00,HFD,light,17,0.4896263,1.711817,1.278633,0.166753,0.7465042
Cycle1:08:00-09:00,HFD,light,17,0.468466,1.627807,1.259113,0.1663771,0.7733081
Cycle1:09:00-10:00,HFD,light,17,0.4696024,1.635826,1.247665,0.1497907,0.7621749
Cycle1:10:00-11:00,HFD,light,17,0.4471961,1.561047,1.176476,0.1393095,0.7510421
Cycle1:11:00-12:00,HFD,light,17,0.470037,1.645571,1.219491,0.1071113,0.7394755
Cycle1:12:00-13:00,HFD,light,17,0.4717045,1.607237,1.381212,-0.02874083,0.8605904
Cycle1:13:00-14:00,HFD,light,17,0.3956275,1.351055,1.147635,-0.02398456,0.8512368
Cycle1:14:00-15:00,HFD,light,17,0.4599298,1.574874,1.319096,0.01414689,0.835754
Cycle1:15:00-16:00,HFD,light,17,0.4391141,1.504769,1.25522,-0.005149051,0.8318977
Cycle1:16:00-17:00,HFD,light,17,0.5176035,1.780533,1.455374,0.07414799,0.8152688
Cycle1:17:00-18:00,HFD,light,17,0.5409613,1.878324,1.458902,0.1249745,0.7766911
Cycle1:18:00-19:00,HFD,dark,17,0.5090116,1.763351,1.387126,0.07081465,0.784035
Cycle1:19:00-20:00,HFD,dark,17,0.6028469,2.088879,1.641207,0.0891762,0.7867197
Cycle1:20:00-21:00,HFD,dark,17,0.5649349,1.956334,1.542196,0.1232383,0.7887004
Cycle1:21:00-22:00,HFD,dark,17,0.5362647,1.866826,1.4291,0.1258121,0.7631423
Cycle1:22:00-23:00,HFD,dark,17,0.5089844,1.763393,1.386567,0.1117388,0.7867424
Cycle1:23:00-00:00,HFD,dark,17,0.512998,1.781326,1.383149,0.100025,0.7757034
Cycle1:00:00-01:00,HFD,dark,17,0.5125752,1.787164,1.355974,0.108088,0.7565576
Cycle1:01:00-02:00,HFD,dark,17,0.5213013,1.814848,1.388824,0.1176103,0.7633663
Cycle1:02:00-03:00,HFD,dark,17,0.5029469,1.744494,1.362929,0.1098142,0.7790208
Cycle1:03:00-04:00,HFD,dark,17,0.4610004,1.602667,1.236191,0.09419656,0.7703714
Cycle1:04:00-05:00,HFD,dark,17,0.4453956,1.541252,1.219877,0.07186599,0.7914529
Cycle1:05:00-06:00,HFD,dark,17,0.5134977,1.77764,1.403813,0.09400492,0.7838855
Cycle2:06:00-07:00,HFD,light,17,0.5218928,1.810263,1.414075,0.7787829,0.09262726
Cycle2:07:00-08:00,HFD,light,17,0.4551031,1.584358,1.212566,0.765494,0.09045615
Cycle2:08:00-09:00,HFD,light,17,0.3995332,1.396572,1.044299,0.7437282,0.07171058
Cycle2:09:00-10:00,HFD,light,17,0.4716423,1.639618,1.264891,0.7709296,0.08489265
Cycle2:10:00-11:00,HFD,light,17,0.447897,1.558327,1.19673,0.7666731,0.08367471
Cycle2:11:00-12:00,HFD,light,17,0.4532937,1.568441,1.242015,0.7916933,0.0533797
Cycle2:12:00-13:00,HFD,light,17,0.4210934,1.456859,1.154377,0.7925018,0.07557681
Cycle2:13:00-14:00,HFD,light,17,0.4610936,1.598018,1.254161,0.7834156,0.06542291
Cycle2:14:00-15:00,HFD,light,17,0.4310063,1.484461,1.205402,0.8106632,0.06209044
Cycle2:15:00-16:00,HFD,light,17,0.5764177,1.985207,1.612353,0.8096916,0.0668065
Cycle2:16:00-17:00,HFD,light,17,0.4795465,1.666727,1.287406,0.7720007,0.09918685
Cycle2:17:00-18:00,HFD,light,17,0.4685732,1.615622,1.304148,0.8069811,0.07959174
Cycle2:18:00-19:00,HFD,dark,17,0.5087492,1.745765,1.445837,0.8287359,0.1020507
Cycle2:19:00-20:00,HFD,dark,17,0.5907328,2.046473,1.609761,0.7865919,0.133076
Cycle2:20:00-21:00,HFD,dark,17,0.5198655,1.797356,1.429517,0.7941833,0.09911237
Cycle2:21:00-22:00,HFD,dark,17,0.595273,2.056232,1.643407,0.7964737,0.1463169
Cycle2:22:00-23:00,HFD,dark,17,0.4907483,1.712454,1.293272,0.752359,0.1477401
Cycle2:23:00-00:00,HFD,dark,17,0.4599356,1.611141,1.18995,0.7371332,0.1115486
Cycle2:00:00-01:00,HFD,dark,17,0.4724809,1.659261,1.207533,0.7264256,0.1027554
Cycle2:01:00-02:00,HFD,dark,17,0.5184419,1.819533,1.329039,0.7290149,0.09113781
Cycle2:02:00-03:00,HFD,dark,17,0.4149196,1.468714,1.019102,0.6930312,0.09900186
Cycle2:03:00-04:00,HFD,dark,17,0.448674,1.578431,1.136801,0.7196642,0.09830503
Cycle2:04:00-05:00,HFD,dark,17,0.4478094,1.575488,1.13426,0.7190974,0.07668013
Cycle2:05:00-06:00,HFD,dark,17,0.5472229,1.922012,1.397587,0.7268413,0.08862837
Cycle1:06:00-07:00,HFD,light,18,0.6816395,2.385549,1.771438,0.1969212,0.7430892
Cycle1:07:00-08:00,HFD,light,18,0.5256673,1.852737,1.319605,0.2154874,0.7119739
Cycle1:08:00-09:00,HFD,light,18,0.6595612,2.300308,1.742472,0.2229485,0.7531087
Cycle1:09:00-10:00,HFD,light,18,0.5268025,1.849995,1.346484,0.2101494,0.7264491
Cycle1:10:00-11:00,HFD,light,18,0.5249959,1.842069,1.347504,0.177093,0.7285294
Cycle1:11:00-12:00,HFD,light,18,0.5183313,1.811309,1.356679,0.1279328,0.7469389
Cycle1:12:00-13:00,HFD,light,18,0.5167354,1.787519,1.4174,-0.01367115,0.7912965
Cycle1:13:00-14:00,HFD,light,18,0.4627649,1.601447,1.267129,-0.01830675,0.7911988
Cycle1:14:00-15:00,HFD,light,18,0.4785248,1.659404,1.298105,0.01502267,0.7810389
Cycle1:15:00-16:00,HFD,light,18,0.507379,1.74225,1.437713,0.002407311,0.8230684
Cycle1:16:00-17:00,HFD,light,18,0.4829058,1.685907,1.269684,0.05655804,0.7528635
Cycle1:17:00-18:00,HFD,light,18,0.5322748,1.840131,1.464098,0.09499588,0.7940247
Cycle1:18:00-19:00,HFD,dark,18,0.5944295,2.049953,1.653067,0.07121902,0.8052319
Cycle1:19:00-20:00,HFD,dark,18,0.6025511,2.079726,1.669367,0.09611358,0.8027277
Cycle1:20:00-21:00,HFD,dark,18,0.596589,2.061657,1.643905,0.1104414,0.7974237
Cycle1:21:00-22:00,HFD,dark,18,0.5837614,2.022305,1.590823,0.1074151,0.7875137
Cycle1:22:00-23:00,HFD,dark,18,0.5369832,1.866975,1.439395,0.1372193,0.7647428
Cycle1:23:00-00:00,HFD,dark,18,0.5302159,1.849377,1.400123,0.1371377,0.753625
Cycle1:00:00-01:00,HFD,dark,18,0.5123933,1.780815,1.375857,0.1012297,0.772565
Cycle1:01:00-02:00,HFD,dark,18,0.4930735,1.70867,1.341795,0.08946902,0.7864366
Cycle1:02:00-03:00,HFD,dark,18,0.5856562,2.02471,1.610806,0.1034587,0.796007
Cycle1:03:00-04:00,HFD,dark,18,0.4792988,1.671248,1.267564,0.09500379,0.7569153
Cycle1:04:00-05:00,HFD,dark,18,0.5035723,1.746847,1.363968,0.0879589,0.7803577
Cycle1:05:00-06:00,HFD,dark,18,0.6585803,2.270985,1.832175,0.108189,0.806282
Cycle2:06:00-07:00,HFD,light,18,0.6478072,2.252838,1.734495,0.7693422,0.1082496
Cycle2:07:00-08:00,HFD,light,18,0.4867687,1.710625,1.239819,0.7234415,0.1289911
Cycle2:08:00-09:00,HFD,light,18,0.4474589,1.565825,1.163408,0.7416595,0.09713922
Cycle2:09:00-10:00,HFD,light,18,0.4822662,1.673851,1.303003,0.776469,0.09550345
Cycle2:10:00-11:00,HFD,light,18,0.4729037,1.641426,1.277457,0.776841,0.08922874
Cycle2:11:00-12:00,HFD,light,18,0.4676953,1.618814,1.279545,0.7911965,0.06769479
Cycle2:12:00-13:00,HFD,light,18,0.4783885,1.65079,1.326743,0.8016811,0.08870258
Cycle2:13:00-14:00,HFD,light,18,0.5600018,1.944777,1.509038,0.7706747,0.1065246
Cycle2:14:00-15:00,HFD,light,18,0.515286,1.796427,1.363816,0.7571033,0.08314246
Cycle2:15:00-16:00,HFD,light,18,0.4819126,1.667061,1.32187,0.7923114,0.05998471
Cycle2:16:00-17:00,HFD,light,18,0.4884,1.698528,1.307505,0.7689796,0.07182509
Cycle2:17:00-18:00,HFD,light,18,0.5292351,1.821291,1.485424,0.8134034,0.05846665
Cycle2:18:00-19:00,HFD,dark,18,0.5860283,2.018223,1.639533,0.8097368,0.08226515
Cycle2:19:00-20:00,HFD,dark,18,0.62288,2.157687,1.697909,0.786548,0.1138026
Cycle2:20:00-21:00,HFD,dark,18,0.6655025,2.302094,1.82564,0.7929435,0.1349955
Cycle2:21:00-22:00,HFD,dark,18,0.5293853,1.849051,1.388769,0.749482,0.1615557
Cycle2:22:00-23:00,HFD,dark,18,0.5335613,1.846855,1.459523,0.7879211,0.1303963
Cycle2:23:00-00:00,HFD,dark,18,0.6148733,2.131661,1.669993,0.7792578,0.1340057
Cycle2:00:00-01:00,HFD,dark,18,0.5081757,1.769963,1.350967,0.7608092,0.1118835
Cycle2:01:00-02:00,HFD,dark,18,0.5691044,1.973112,1.545244,0.7766363,0.09725875
Cycle2:02:00-03:00,HFD,dark,18,0.5404576,1.888108,1.416449,0.7481644,0.1268409
Cycle2:03:00-04:00,HFD,dark,18,0.5123911,1.78907,1.346407,0.7528149,0.1142745
Cycle2:04:00-05:00,HFD,dark,18,0.5283693,1.840099,1.405359,0.7628754,0.09685179
Cycle2:05:00-06:00,HFD,dark,18,0.6423936,2.222692,1.760336,0.7918122,0.1214425
Cycle1:06:00-07:00,HFD,light,19,0.5426093,1.8907,1.439639,0.08402368,0.7601687
Cycle1:07:00-08:00,HFD,light,19,0.4941503,1.713736,1.339966,0.05479443,0.7784123
Cycle1:08:00-09:00,HFD,light,19,0.4882536,1.691057,1.33192,0.06330851,0.7862674
Cycle1:09:00-10:00,HFD,light,19,0.5345764,1.850805,1.460744,0.08220767,0.7870966
Cycle1:10:00-11:00,HFD,light,19,0.4769668,1.65788,1.280054,0.06379239,0.7707367
Cycle1:11:00-12:00,HFD,light,19,0.5004237,1.731533,1.371087,0.06049823,0.7920176
Cycle1:12:00-13:00,HFD,light,19,0.5206774,1.801214,1.428004,0.05661414,0.7917466
Cycle1:13:00-14:00,HFD,light,19,0.4957702,1.727901,1.313904,0.0596771,0.7574797
Cycle1:14:00-15:00,HFD,light,19,0.479956,1.659586,1.319022,0.02928619,0.7943801
Cycle1:15:00-16:00,HFD,light,19,0.5081971,1.75556,1.402611,0.06336268,0.7994538
Cycle1:16:00-17:00,HFD,light,19,0.5078773,1.753307,1.405822,0.04279108,0.8010698
Cycle1:17:00-18:00,HFD,light,19,0.5632082,1.933155,1.598767,0.04014179,0.8278039
Cycle1:18:00-19:00,HFD,dark,19,0.5608565,1.937891,1.546455,0.05021605,0.7946277
Cycle1:19:00-20:00,HFD,dark,19,0.6885658,2.379341,1.897932,0.09986106,0.798924
Cycle1:20:00-21:00,HFD,dark,19,0.6896471,2.390083,1.875951,0.1392663,0.7859023
Cycle1:21:00-22:00,HFD,dark,19,0.6375896,2.224728,1.680688,0.1181488,0.7532015
Cycle1:22:00-23:00,HFD,dark,19,0.5871915,2.049734,1.544776,0.1070812,0.7465461
Cycle1:23:00-00:00,HFD,dark,19,0.600723,2.087605,1.613742,0.1251339,0.7711094
Cycle1:00:00-01:00,HFD,dark,19,0.5147407,1.800263,1.341931,0.1014629,0.7454306
Cycle1:01:00-02:00,HFD,dark,19,0.6041332,2.102339,1.612633,0.1128898,0.7656635
Cycle1:02:00-03:00,HFD,dark,19,0.5251133,1.829518,1.393993,0.09003393,0.7596706
Cycle1:03:00-04:00,HFD,dark,19,0.5413907,1.881443,1.45426,0.08005952,0.7730771
Cycle1:04:00-05:00,HFD,dark,19,0.5949853,2.064998,1.607835,0.1064583,0.7767666
Cycle1:05:00-06:00,HFD,dark,19,0.5788161,2.013496,1.547691,0.1116776,0.7665276
Cycle2:06:00-07:00,HFD,light,19,0.6354684,2.209749,1.702098,0.1245475,0.7703964
Cycle2:07:00-08:00,HFD,light,19,0.4868975,1.706263,1.257303,0.09843042,0.7357206
Cycle2:08:00-09:00,HFD,light,19,0.4804937,1.670958,1.286602,0.09715915,0.768249
Cycle2:09:00-10:00,HFD,light,19,0.5461253,1.893442,1.482851,0.1093664,0.7794402
Cycle2:10:00-11:00,HFD,light,19,0.4764592,1.666105,1.243099,0.09899549,0.7459483
Cycle2:11:00-12:00,HFD,light,19,0.4987552,1.733319,1.33958,0.07295217,0.770624
Cycle2:12:00-13:00,HFD,light,19,0.4993145,1.743078,1.313235,0.08243037,0.7522674
Cycle2:13:00-14:00,HFD,light,19,0.5015635,1.745584,1.338195,0.06725894,0.7645344
Cycle2:14:00-15:00,HFD,light,19,0.4925469,1.709867,1.329594,0.06178728,0.7774283
Cycle2:15:00-16:00,HFD,light,19,0.5103032,1.768103,1.389657,0.07404347,0.7854959
Cycle2:16:00-17:00,HFD,light,19,0.5090814,1.755825,1.414996,0.04887667,0.8057615
Cycle2:17:00-18:00,HFD,light,19,0.5767508,1.988464,1.605765,0.06579845,0.807876
Cycle2:18:00-19:00,HFD,dark,19,0.5914193,2.044106,1.628541,0.06728306,0.7946725
Cycle2:19:00-20:00,HFD,dark,19,0.6009186,2.075715,1.659057,0.07342885,0.7990826
Cycle2:20:00-21:00,HFD,dark,19,0.6545436,2.266435,1.787558,0.1228335,0.7903565
Cycle2:21:00-22:00,HFD,dark,19,0.5806994,2.015693,1.568244,0.1264699,0.773093
Cycle2:22:00-23:00,HFD,dark,19,0.5432633,1.888254,1.45821,0.131896,0.770558
Cycle2:23:00-00:00,HFD,dark,19,0.5815306,2.020022,1.565343,0.1319714,0.7741672
Cycle2:00:00-01:00,HFD,dark,19,0.5858968,2.039913,1.560262,0.1286914,0.7646246
Cycle2:01:00-02:00,HFD,dark,19,0.6469288,2.257711,1.703894,0.1458316,0.7520929
Cycle2:02:00-03:00,HFD,dark,19,0.5312423,1.860477,1.376037,0.1054396,0.738632
Cycle2:03:00-04:00,HFD,dark,19,0.5316486,1.85024,1.418638,0.08096804,0.7655719
Cycle2:04:00-05:00,HFD,dark,19,0.5642888,1.965534,1.499678,0.07580021,0.7619036
Cycle2:05:00-06:00,HFD,dark,19,0.5864115,2.035814,1.582625,0.09804628,0.7762312
Cycle1:06:00-07:00,HFD,light,20,0.6190794,2.158959,1.636106,0.09260932,0.7589498
Cycle1:07:00-08:00,HFD,light,20,0.5311294,1.861364,1.371178,0.08372471,0.7364795
Cycle1:08:00-09:00,HFD,light,20,0.5121324,1.79494,1.321593,0.08175433,0.7344517
Cycle1:09:00-10:00,HFD,light,20,0.5680579,1.979407,1.507041,0.09942754,0.7572131
Cycle1:10:00-11:00,HFD,light,20,0.495796,1.732008,1.299659,0.0875572,0.7489642
Cycle1:11:00-12:00,HFD,light,20,0.521072,1.814425,1.386877,0.07134376,0.7631924
Cycle1:12:00-13:00,HFD,light,20,0.5808046,2.017827,1.562223,0.08721767,0.7728651
Cycle1:13:00-14:00,HFD,light,20,0.5004897,1.755491,1.286714,0.06247814,0.7334707
Cycle1:14:00-15:00,HFD,light,20,0.546845,1.894613,1.489526,0.03876001,0.7840534
Cycle1:15:00-16:00,HFD,light,20,0.5161503,1.79604,1.378221,0.07721458,0.7657109
Cycle1:16:00-17:00,HFD,light,20,0.5197091,1.798367,1.423558,0.0438705,0.790747
Cycle1:17:00-18:00,HFD,light,20,0.5519064,1.905517,1.526942,0.03822161,0.8015967
Cycle1:18:00-19:00,HFD,dark,20,0.6567698,2.252153,1.871997,0.05673268,0.8303791
Cycle1:19:00-20:00,HFD,dark,20,0.6519016,2.243362,1.829961,0.1121295,0.8159919
Cycle1:20:00-21:00,HFD,dark,20,0.5908139,2.045773,1.613478,0.1230484,0.7855837
Cycle1:21:00-22:00,HFD,dark,20,0.6486666,2.235965,1.807571,0.09126722,0.8060479
Cycle1:22:00-23:00,HFD,dark,20,0.5827768,2.03043,1.547037,0.1091855,0.7606107
Cycle1:23:00-00:00,HFD,dark,20,0.6411611,2.21645,1.764004,0.09421288,0.796475
Cycle1:00:00-01:00,HFD,dark,20,0.5728468,1.997385,1.515148,0.1062784,0.7577933
Cycle1:01:00-02:00,HFD,dark,20,0.5879743,2.042439,1.582569,0.1007178,0.7727302
Cycle1:02:00-03:00,HFD,dark,20,0.573374,1.992606,1.540122,0.08460198,0.7732522
Cycle1:03:00-04:00,HFD,dark,20,0.5968106,2.07494,1.599912,0.08239834,0.7694573
Cycle1:04:00-05:00,HFD,dark,20,0.6422043,2.227103,1.741766,0.1064991,0.7825406
Cycle1:05:00-06:00,HFD,dark,20,0.6465294,2.257811,1.697519,0.1261723,0.7519443
Cycle2:06:00-07:00,HFD,light,20,0.5465659,1.906384,1.443373,0.0989477,0.7568626
Cycle2:07:00-08:00,HFD,light,20,0.5822082,2.022149,1.567975,0.0747274,0.7727886
Cycle2:08:00-09:00,HFD,light,20,0.6164767,2.143593,1.651637,0.1165839,0.7664473
Cycle2:09:00-10:00,HFD,light,20,0.5235692,1.836028,1.347529,0.1023102,0.7319343
