Time,Diet,Cycle,MouseID,EE,VO2,VCO2,VH2O,RER,PedMeters,AllMeters
Cycle2:01:00-02:00,HFD,dark,16,0.6080278,2.107806,1.651837,0.7805162,0.783676012,362.1971,436.6856
Cycle2:02:00-03:00,HFD,dark,16,0.5840058,2.032153,1.559416,0.7664661,0.767371354,362.526,437.1342
Cycle2:03:00-04:00,HFD,dark,16,0.5910819,2.038852,1.642178,0.8050516,0.805442474,363.0765,437.8939
Cycle2:04:00-05:00,HFD,dark,16,0.6980646,2.411436,1.926709,0.7956638,0.798988238,368.4541,444.5834
Cycle2:05:00-06:00,HFD,dark,16,0.6654293,2.307365,1.805751,0.7777928,0.782603099,378.2323,456.4973
Cycle1:06:00-07:00,HFD,light,17,0.5102784,1.788525,1.316513,0.1763854,0.736088676,198.3635,233.7815
Cycle1:07:00-08:00,HFD,light,17,0.4896263,1.711817,1.278633,0.166753,0.746944913,200.3211,236.3001
Cycle1:08:00-09:00,HFD,light,17,0.468466,1.627807,1.259113,0.1663771,0.773502633,201.0825,237.3984
Cycle1:09:00-10:00,HFD,light,17,0.4696024,1.635826,1.247665,0.1497907,0.762712538,201.5578,238.0787
Cycle1:10:00-11:00,HFD,light,17,0.4471961,1.561047,1.176476,0.1393095,0.75364547,202.2465,238.9939
Cycle1:11:00-12:00,HFD,light,17,0.470037,1.645571,1.219491,0.1071113,0.741074679,203.2431,240.4229
Cycle1:12:00-13:00,HFD,light,17,0.4717045,1.607237,1.381212,-0.02874083,0.85937046,204.1421,241.7797
Cycle1:13:00-14:00,HFD,light,17,0.3956275,1.351055,1.147635,-0.02398456,0.849436181,204.6797,242.4889
Cycle1:14:00-15:00,HFD,light,17,0.4599298,1.574874,1.319096,0.01414689,0.837588277,205.1121,243.0371
Cycle1:15:00-16:00,HFD,light,17,0.4391141,1.504769,1.25522,-0.005149051,0.834161257,205.5578,243.5987
Cycle1:16:00-17:00,HFD,light,17,0.5176035,1.780533,1.455374,0.07414799,0.817381088,207.4061,245.8677
Cycle1:17:00-18:00,HFD,light,17,0.5409613,1.878324,1.458902,0.1249745,0.776704126,212.9057,253.0228
Cycle1:18:00-19:00,HFD,dark,17,0.5090116,1.763351,1.387126,0.07081465,0.786642024,215.0845,255.8839
Cycle1:19:00-20:00,HFD,dark,17,0.6028469,2.088879,1.641207,0.0891762,0.785687922,227.3918,270.2924
Cycle1:20:00-21:00,HFD,dark,17,0.5649349,1.956334,1.542196,0.1232383,0.788309154,247.8102,295.0742
Cycle1:21:00-22:00,HFD,dark,17,0.5362647,1.866826,1.4291,0.1258121,0.765523943,264.1107,316.0123
Cycle1:22:00-23:00,HFD,dark,17,0.5089844,1.763393,1.386567,0.1117388,0.786306286,266.8506,319.4411
Cycle1:23:00-00:00,HFD,dark,17,0.512998,1.781326,1.383149,0.100025,0.776471572,267.8506,320.7181
Cycle1:00:00-01:00,HFD,dark,17,0.5125752,1.787164,1.355974,0.108088,0.758729473,280.6284,336.924
Cycle1:01:00-02:00,HFD,dark,17,0.5213013,1.814848,1.388824,0.1176103,0.765256374,292.6962,352.6223
Cycle1:02:00-03:00,HFD,dark,17,0.5029469,1.744494,1.362929,0.1098142,0.781274685,297.3484,359.2814
Cycle1:03:00-04:00,HFD,dark,17,0.4610004,1.602667,1.236191,0.09419656,0.771333658,299.5771,363.3689
Cycle1:04:00-05:00,HFD,dark,17,0.4453956,1.541252,1.219877,0.07186599,0.791484455,300.516,365.5353
Cycle1:05:00-06:00,HFD,dark,17,0.5134977,1.77764,1.403813,0.09400492,0.789706015,306.3307,373.4967
Cycle2:06:00-07:00,HFD,light,17,0.5218928,1.810263,1.414075,0.7787829,0.781143403,312.9731,381.4768
Cycle2:07:00-08:00,HFD,light,17,0.4551031,1.584358,1.212566,0.765494,0.765335865,320.1527,389.925
Cycle2:08:00-09:00,HFD,light,17,0.3995332,1.396572,1.044299,0.7437282,0.747758798,320.1527,389.9333
Cycle2:09:00-10:00,HFD,light,17,0.4716423,1.639618,1.264891,0.7709296,0.771454692,321.2799,391.3313
Cycle2:10:00-11:00,HFD,light,17,0.447897,1.558327,1.19673,0.7666731,0.767958201,322.2752,392.5861
Cycle2:11:00-12:00,HFD,light,17,0.4532937,1.568441,1.242015,0.7916933,0.791878687,322.7154,393.1936
Cycle2:12:00-13:00,HFD,light,17,0.4210934,1.456859,1.154377,0.7925018,0.792373867,323.1681,393.849
Cycle2:13:00-14:00,HFD,light,17,0.4610936,1.598018,1.254161,0.7834156,0.784822824,323.9704,394.7804
Cycle2:14:00-15:00,HFD,light,17,0.4310063,1.484461,1.205402,0.8106632,0.812013249,324.6768,395.7792
Cycle2:15:00-16:00,HFD,light,17,0.5764177,1.985207,1.612353,0.8096916,0.812183818,330.7142,403.494
Cycle2:16:00-17:00,HFD,light,17,0.4795465,1.666727,1.287406,0.7720007,0.772415639,338.6552,413.8265
Cycle2:17:00-18:00,HFD,light,17,0.4685732,1.615622,1.304148,0.8069811,0.807211093,339.1356,414.56
Cycle2:18:00-19:00,HFD,dark,17,0.5087492,1.745765,1.445837,0.8287359,0.828196808,340.6632,416.7347
Cycle2:19:00-20:00,HFD,dark,17,0.5907328,2.046473,1.609761,0.7865919,0.786602608,356.3304,434.794
Cycle2:20:00-21:00,HFD,dark,17,0.5198655,1.797356,1.429517,0.7941833,0.795344384,372.0938,453.8053
Cycle2:21:00-22:00,HFD,dark,17,0.595273,2.056232,1.643407,0.7964737,0.799232285,381.8577,466.4695
Cycle2:22:00-23:00,HFD,dark,17,0.4907483,1.712454,1.293272,0.752359,0.755215615,391.138,478.5675
Cycle2:23:00-00:00,HFD,dark,17,0.4599356,1.611141,1.18995,0.7371332,0.738575953,394.998,483.1247
Cycle2:00:00-01:00,HFD,dark,17,0.4724809,1.659261,1.207533,0.7264256,0.7277535,398.1742,487.0656
Cycle2:01:00-02:00,HFD,dark,17,0.5184419,1.819533,1.329039,0.7290149,0.730428632,402.2015,492.3091
Cycle2:02:00-03:00,HFD,dark,17,0.4149196,1.468714,1.019102,0.6930312,0.693873688,407.546,499.6833
Cycle2:03:00-04:00,HFD,dark,17,0.448674,1.578431,1.136801,0.7196642,0.720209499,409.4183,502.5321
Cycle2:04:00-05:00,HFD,dark,17,0.4478094,1.575488,1.13426,0.7190974,0.719942012,411.7429,505.8344
Cycle2:05:00-06:00,HFD,dark,17,0.5472229,1.922012,1.397587,0.7268413,0.727147905,418.8891,515.4894
Cycle1:06:00-07:00,HFD,light,18,0.6816395,2.385549,1.771438,0.1969212,0.742570368,195.4452,230.282
Cycle1:07:00-08:00,HFD,light,18,0.5256673,1.852737,1.319605,0.2154874,0.712246261,212.8978,250.6983
Cycle1:08:00-09:00,HFD,light,18,0.6595612,2.300308,1.742472,0.2229485,0.757495083,220.5885,260.4571
Cycle1:09:00-10:00,HFD,light,18,0.5268025,1.849995,1.346484,0.2101494,0.727831156,234.133,278.1439
Cycle1:10:00-11:00,HFD,light,18,0.5249959,1.842069,1.347504,0.177093,0.731516572,236.5103,281.1357
Cycle1:11:00-12:00,HFD,light,18,0.5183313,1.811309,1.356679,0.1279328,0.749004725,237.6641,282.5364
Cycle1:12:00-13:00,HFD,light,18,0.5167354,1.787519,1.4174,-0.01367115,0.79294262,238.9988,284.2801
Cycle1:13:00-14:00,HFD,light,18,0.4627649,1.601447,1.267129,-0.01830675,0.791240047,239.5927,285.0723
Cycle1:14:00-15:00,HFD,light,18,0.4785248,1.659404,1.298105,0.01502267,0.782271828,240.6761,286.4267
Cycle1:15:00-16:00,HFD,light,18,0.507379,1.74225,1.437713,0.002407311,0.825204764,241.5584,287.5676
Cycle1:16:00-17:00,HFD,light,18,0.4829058,1.685907,1.269684,0.05655804,0.753116275,243.0529,289.3762
Cycle1:17:00-18:00,HFD,light,18,0.5322748,1.840131,1.464098,0.09499588,0.795648788,243.5047,289.9685
Cycle1:18:00-19:00,HFD,dark,18,0.5944295,2.049953,1.653067,0.07121902,0.806392634,247.409,294.5587
Cycle1:19:00-20:00,HFD,dark,18,0.6025511,2.079726,1.669367,0.09611358,0.802686027,263.371,313.3664
Cycle1:20:00-21:00,HFD,dark,18,0.596589,2.061657,1.643905,0.1104414,0.797370756,278.861,333.1243
Cycle1:21:00-22:00,HFD,dark,18,0.5837614,2.022305,1.590823,0.1074151,0.786638514,292.208,351.7798
Cycle1:22:00-23:00,HFD,dark,18,0.5369832,1.866975,1.439395,0.1372193,0.770977115,301.1181,364.3962
Cycle1:23:00-00:00,HFD,dark,18,0.5302159,1.849377,1.400123,0.1371377,0.757078194,313.1116,380.4345
Cycle1:00:00-01:00,HFD,dark,18,0.5123933,1.780815,1.375857,0.1012297,0.772599624,316.286,385.4272
Cycle1:01:00-02:00,HFD,dark,18,0.4930735,1.70867,1.341795,0.08946902,0.785286217,317.893,388.5229
Cycle1:02:00-03:00,HFD,dark,18,0.5856562,2.02471,1.610806,0.1034587,0.795573687,321.4682,394.1542
Cycle1:03:00-04:00,HFD,dark,18,0.4792988,1.671248,1.267564,0.09500379,0.758453563,327.6909,402.9368
Cycle1:04:00-05:00,HFD,dark,18,0.5035723,1.746847,1.363968,0.0879589,0.780817095,327.7479,404.0381
Cycle1:05:00-06:00,HFD,dark,18,0.6585803,2.270985,1.832175,0.108189,0.806775474,334.5097,413.0048
Cycle2:06:00-07:00,HFD,light,18,0.6478072,2.252838,1.734495,0.7693422,0.769915547,353.5118,435.6663
Cycle2:07:00-08:00,HFD,light,18,0.4867687,1.710625,1.239819,0.7234415,0.724775448,365.2301,450.7205
Cycle2:08:00-09:00,HFD,light,18,0.4474589,1.565825,1.163408,0.7416595,0.743000016,366.9286,453.2552
Cycle2:09:00-10:00,HFD,light,18,0.4822662,1.673851,1.303003,0.776469,0.77844623,367.3202,454.494
Cycle2:10:00-11:00,HFD,light,18,0.4729037,1.641426,1.277457,0.776841,0.778260488,367.503,455.2546
Cycle2:11:00-12:00,HFD,light,18,0.4676953,1.618814,1.279545,0.7911965,0.790421259,368.2377,457.1682
Cycle2:12:00-13:00,HFD,light,18,0.4783885,1.65079,1.326743,0.8016811,0.803701864,368.4342,458.0261
Cycle2:13:00-14:00,HFD,light,18,0.5600018,1.944777,1.509038,0.7706747,0.775943977,375.9667,467.7056
Cycle2:14:00-15:00,HFD,light,18,0.515286,1.796427,1.363816,0.7571033,0.759182533,377.7751,469.9247
Cycle2:15:00-16:00,HFD,light,18,0.4819126,1.667061,1.32187,0.7923114,0.792934392,378.251,470.4764
Cycle2:16:00-17:00,HFD,light,18,0.4884,1.698528,1.307505,0.7689796,0.769787133,378.4577,470.7314
Cycle2:17:00-18:00,HFD,light,18,0.5292351,1.821291,1.485424,0.8134034,0.815588503,379.6397,472.1588
Cycle2:18:00-19:00,HFD,dark,18,0.5860283,2.018223,1.639533,0.8097368,0.81236464,381.6919,474.6046
Cycle2:19:00-20:00,HFD,dark,18,0.62288,2.157687,1.697909,0.786548,0.786911633,396.1263,491.9306
Cycle2:20:00-21:00,HFD,dark,18,0.6655025,2.302094,1.82564,0.7929435,0.793034516,413.7846,514.3566
Cycle2:21:00-22:00,HFD,dark,18,0.5293853,1.849051,1.388769,0.749482,0.751071225,422.6136,526.2327
Cycle2:22:00-23:00,HFD,dark,18,0.5335613,1.846855,1.459523,0.7879211,0.790274819,422.8591,527.6208
Cycle2:23:00-00:00,HFD,dark,18,0.6148733,2.131661,1.669993,0.7792578,0.783423349,438.4581,546.9926
Cycle2:00:00-01:00,HFD,dark,18,0.5081757,1.769963,1.350967,0.7608092,0.763274148,442.1193,552.5845
Cycle2:01:00-02:00,HFD,dark,18,0.5691044,1.973112,1.545244,0.7766363,0.783150678,444.7864,556.74
Cycle2:02:00-03:00,HFD,dark,18,0.5404576,1.888108,1.416449,0.7481644,0.750194904,456.999,572.8074
Cycle2:03:00-04:00,HFD,dark,18,0.5123911,1.78907,1.346407,0.7528149,0.752573684,457.4212,574.1345
Cycle2:04:00-05:00,HFD,dark,18,0.5283693,1.840099,1.405359,0.7628754,0.763740973,457.648,575.0803
Cycle2:05:00-06:00,HFD,dark,18,0.6423936,2.222692,1.760336,0.7918122,0.791983775,463.1006,582.4261
Cycle1:06:00-07:00,HFD,light,19,0.5426093,1.8907,1.439639,0.08402368,0.761431745,204.7007,242.7623
Cycle1:07:00-08:00,HFD,light,19,0.4941503,1.713736,1.339966,0.05479443,0.781897562,207.964,246.5135
Cycle1:08:00-09:00,HFD,light,19,0.4882536,1.691057,1.33192,0.06330851,0.787625728,209.2573,248.0416
Cycle1:09:00-10:00,HFD,light,19,0.5345764,1.850805,1.460744,0.08220767,0.789247922,215.9797,256.3419
Cycle1:10:00-11:00,HFD,light,19,0.4769668,1.65788,1.280054,0.06379239,0.772102927,216.9821,257.5842
Cycle1:11:00-12:00,HFD,light,19,0.5004237,1.731533,1.371087,0.06049823,0.791834172,218.2737,259.0386
Cycle1:12:00-13:00,HFD,light,19,0.5206774,1.801214,1.428004,0.05661414,0.792800855,219.4132,260.375
Cycle1:13:00-14:00,HFD,light,19,0.4957702,1.727901,1.313904,0.0596771,0.760404676,223.2543,265.132
Cycle1:14:00-15:00,HFD,light,19,0.479956,1.659586,1.319022,0.02928619,0.794789785,224.2832,266.3217
Cycle1:15:00-16:00,HFD,light,19,0.5081971,1.75556,1.402611,0.06336268,0.79895361,224.738,266.8797
Cycle1:16:00-17:00,HFD,light,19,0.5078773,1.753307,1.405822,0.04279108,0.801811662,225.7372,268.2457
Cycle1:17:00-18:00,HFD,light,19,0.5632082,1.933155,1.598767,0.04014179,0.827024734,228.7617,271.8862
Cycle1:18:00-19:00,HFD,dark,19,0.5608565,1.937891,1.546455,0.05021605,0.798009279,235.7408,280.3693
Cycle1:19:00-20:00,HFD,dark,19,0.6885658,2.379341,1.897932,0.09986106,0.797671288,258.6637,307.0969
Cycle1:20:00-21:00,HFD,dark,19,0.6896471,2.390083,1.875951,0.1392663,0.784889479,292.8279,346.735
Cycle1:21:00-22:00,HFD,dark,19,0.6375896,2.224728,1.680688,0.1181488,0.755457746,315.2995,373.8393
Cycle1:22:00-23:00,HFD,dark,19,0.5871915,2.049734,1.544776,0.1070812,0.753647059,320.657,380.4494
Cycle1:23:00-00:00,HFD,dark,19,0.600723,2.087605,1.613742,0.1251339,0.773011178,336.1166,399.4194
Cycle1:00:00-01:00,HFD,dark,19,0.5147407,1.800263,1.341931,0.1014629,0.74540831,338.2766,402.0886
Cycle1:01:00-02:00,HFD,dark,19,0.6041332,2.102339,1.612633,0.1128898,0.767066111,343.8632,408.5897
Cycle1:02:00-03:00,HFD,dark,19,0.5251133,1.829518,1.393993,0.09003393,0.761945496,347.6204,412.9842
Cycle1:03:00-04:00,HFD,dark,19,0.5413907,1.881443,1.45426,0.08005952,0.772949274,348.3834,413.9693
Cycle1:04:00-05:00,HFD,dark,19,0.5949853,2.064998,1.607835,0.1064583,0.778613345,351.9669,418.3197
Cycle1:05:00-06:00,HFD,dark,19,0.5788161,2.013496,1.547691,0.1116776,0.768658592,359.0089,426.8116
Cycle2:06:00-07:00,HFD,light,19,0.6354684,2.209749,1.702098,0.1245475,0.770267573,371.4166,441.6316
Cycle2:07:00-08:00,HFD,light,19,0.4868975,1.706263,1.257303,0.09843042,0.736875265,383.9334,457.1794
Cycle2:08:00-09:00,HFD,light,19,0.4804937,1.670958,1.286602,0.09715915,0.769978659,384.3066,457.6921
Cycle2:09:00-10:00,HFD,light,19,0.5461253,1.893442,1.482851,0.1093664,0.783151002,387.4532,461.6787
Cycle2:10:00-11:00,HFD,light,19,0.4764592,1.666105,1.243099,0.09899549,0.746110839,389.8669,464.6863
Cycle2:11:00-12:00,HFD,light,19,0.4987552,1.733319,1.33958,0.07295217,0.772841006,390.3903,465.3405
Cycle2:12:00-13:00,HFD,light,19,0.4993145,1.743078,1.313235,0.08243037,0.75340002,390.9164,466.0033
Cycle2:13:00-14:00,HFD,light,19,0.5015635,1.745584,1.338195,0.06725894,0.766617361,391.2669,466.4477
Cycle2:14:00-15:00,HFD,light,19,0.4925469,1.709867,1.329594,0.06178728,0.777600831,391.6267,466.8876
Cycle2:15:00-16:00,HFD,light,19,0.5103032,1.768103,1.389657,0.07404347,0.785959302,392.5927,468.0659
Cycle2:16:00-17:00,HFD,light,19,0.5090814,1.755825,1.414996,0.04887667,0.805886691,392.991,468.5695
Cycle2:17:00-18:00,HFD,light,19,0.5767508,1.988464,1.605765,0.06579845,0.807540393,395.5441,471.4999
Cycle2:18:00-19:00,HFD,dark,19,0.5914193,2.044106,1.628541,0.06728306,0.796700856,404.2185,481.5645
Cycle2:19:00-20:00,HFD,dark,19,0.6009186,2.075715,1.659057,0.07342885,0.799270131,412.2754,491.0919
Cycle2:20:00-21:00,HFD,dark,19,0.6545436,2.266435,1.787558,0.1228335,0.78870914,425.6316,508.5631
Cycle2:21:00-22:00,HFD,dark,19,0.5806994,2.015693,1.568244,0.1264699,0.778017287,437.7629,524.8416
Cycle2:22:00-23:00,HFD,dark,19,0.5432633,1.888254,1.45821,0.131896,0.772253097,447.6842,536.5792
Cycle2:23:00-00:00,HFD,dark,19,0.5815306,2.020022,1.565343,0.1319714,0.774913838,449.6204,538.9378
Cycle2:00:00-01:00,HFD,dark,19,0.5858968,2.039913,1.560262,0.1286914,0.764866933,451.0547,540.7075
Cycle2:01:00-02:00,HFD,dark,19,0.6469288,2.257711,1.703894,0.1458316,0.754699782,466.0647,559.6678
Cycle2:02:00-03:00,HFD,dark,19,0.5312423,1.860477,1.376037,0.1054396,0.739615163,471.6477,566.726
Cycle2:03:00-04:00,HFD,dark,19,0.5316486,1.85024,1.418638,0.08096804,0.766731883,472.5464,567.7938
Cycle2:04:00-05:00,HFD,dark,19,0.5642888,1.965534,1.499678,0.07580021,0.762987565,474.0326,569.6049
Cycle2:05:00-06:00,HFD,dark,19,0.5864115,2.035814,1.582625,0.09804628,0.777391746,481.1639,578.6036
Cycle1:06:00-07:00,HFD,light,20,0.6190794,2.158959,1.636106,0.09260932,0.757821709,141.001,205.4787
Cycle1:07:00-08:00,HFD,light,20,0.5311294,1.861364,1.371178,0.08372471,0.736652261,148.5533,217.1673
Cycle1:08:00-09:00,HFD,light,20,0.5121324,1.79494,1.321593,0.08175433,0.736288121,149.27,218.5008
Cycle1:09:00-10:00,HFD,light,20,0.5680579,1.979407,1.507041,0.09942754,0.761359842,151.5528,222.4407
Cycle1:10:00-11:00,HFD,light,20,0.495796,1.732008,1.299659,0.0875572,0.750377019,152.6301,224.5195
Cycle1:11:00-12:00,HFD,light,20,0.521072,1.814425,1.386877,0.07134376,0.764361712,152.8293,225.1645
Cycle1:12:00-13:00,HFD,light,20,0.5808046,2.017827,1.562223,0.08721767,0.774210574,155.0568,229.2143
Cycle1:13:00-14:00,HFD,light,20,0.5004897,1.755491,1.286714,0.06247814,0.732965307,156.6136,232.0045
Cycle1:14:00-15:00,HFD,light,20,0.546845,1.894613,1.489526,0.03876001,0.786190108,157.8752,234.2336
Cycle1:15:00-16:00,HFD,light,20,0.5161503,1.79604,1.378221,0.07721458,0.76736654,159.6707,237.0892
Cycle1:16:00-17:00,HFD,light,20,0.5197091,1.798367,1.423558,0.0438705,0.791583698,160.2699,238.5394
Cycle1:17:00-18:00,HFD,light,20,0.5519064,1.905517,1.526942,0.03822161,0.801326884,161.5531,241.0575
Cycle1:18:00-19:00,HFD,dark,20,0.6567698,2.252153,1.871997,0.05673268,0.831203297,164.4314,245.5452
Cycle1:19:00-20:00,HFD,dark,20,0.6519016,2.243362,1.829961,0.1121295,0.815722563,178.5437,265.0614
Cycle1:20:00-21:00,HFD,dark,20,0.5908139,2.045773,1.613478,0.1230484,0.788688677,183.8117,273.6413
Cycle1:21:00-22:00,HFD,dark,20,0.6486666,2.235965,1.807571,0.09126722,0.808407556,189.7183,282.5013
Cycle1:22:00-23:00,HFD,dark,20,0.5827768,2.03043,1.547037,0.1091855,0.761925799,199.2227,296.9626
Cycle1:23:00-00:00,HFD,dark,20,0.6411611,2.21645,1.764004,0.09421288,0.79586907,204.1135,305.2155
Cycle1:00:00-01:00,HFD,dark,20,0.5728468,1.997385,1.515148,0.1062784,0.758565825,210.6462,316.6324
Cycle1:01:00-02:00,HFD,dark,20,0.5879743,2.042439,1.582569,0.1007178,0.774842725,213.0638,321.3708
Cycle1:02:00-03:00,HFD,dark,20,0.573374,1.992606,1.540122,0.08460198,0.77291848,214.0166,324.1802
Cycle1:03:00-04:00,HFD,dark,20,0.5968106,2.07494,1.599912,0.08239834,0.771064224,214.8339,326.8055
Cycle1:04:00-05:00,HFD,dark,20,0.6422043,2.227103,1.741766,0.1064991,0.782076985,218.6917,333.6301
Cycle1:05:00-06:00,HFD,dark,20,0.6465294,2.257811,1.697519,0.1261723,0.751842825,227.4444,347.0718
Cycle2:06:00-07:00,HFD,light,20,0.5465659,1.906384,1.443373,0.0989477,0.757126056,232.7964,356.5779
Cycle2:07:00-08:00,HFD,light,20,0.5822082,2.022149,1.567975,0.0747274,0.775400329,233.2871,357.9213
Cycle2:08:00-09:00,HFD,light,20,0.6164767,2.143593,1.651637,0.1165839,0.770499344,242.6082,371.8827
Cycle2:09:00-10:00,HFD,light,20,0.5235692,1.836028,1.347529,0.1023102,0.733937064,246.1743,377.8381
Cycle2:10:00-11:00,HFD,light,20,0.4860004,1.703208,1.254667,0.1017328,0.736649311,246.2703,378.4243
Cycle2:11:00-12:00,HFD,light,20,0.5429219,1.888335,1.452775,0.07342336,0.769341775,246.7953,379.8832
Cycle2:12:00-13:00,HFD,light,20,0.4958394,1.738045,1.278803,0.08146134,0.735770938,248.0268,382.421
Cycle2:13:00-14:00,HFD,light,20,0.4883928,1.708261,1.272716,0.06217178,0.745036034,248.1635,383.0539
Cycle2:14:00-15:00,HFD,light,20,0.6048351,2.09018,1.666532,0.07546964,0.797315064,250.4638,387.5683
Cycle2:15:00-16:00,HFD,light,20,0.5457023,1.899945,1.453303,0.07753091,0.764918458,251.6852,390.206
Cycle2:16:00-17:00,HFD,light,20,0.5148141,1.786355,1.392594,0.05516581,0.779572929,252.1391,392.0082
Cycle2:17:00-18:00,HFD,light,20,0.5449327,1.886369,1.490083,0.05671348,0.789921272,253.1809,394.3177
Cycle2:18:00-19:00,HFD,dark,20,0.6575793,2.260136,1.855749,0.0750274,0.821078466,256.1376,399.783
Cycle2:19:00-20:00,HFD,dark,20,0.6589382,2.274237,1.825982,0.09717754,0.80289873,266.0922,414.9628
Cycle2:20:00-21:00,HFD,dark,20,0.6218024,2.158449,1.678956,0.1411973,0.777852986,272.2886,425.425
Cycle2:21:00-22:00,HFD,dark,20,0.6029836,2.089053,1.642646,0.1322486,0.786311309,275.6025,430.6414
Cycle2:22:00-23:00,HFD,dark,20,0.6588793,2.297112,1.743586,0.1474177,0.759033952,286.2737,446.5028
Cycle2:23:00-00:00,HFD,dark,20,0.6086375,2.131321,1.577235,0.1402658,0.74002696,291.3956,454.8724
Cycle2:00:00-01:00,HFD,dark,20,0.5703277,1.987962,1.510762,0.1342649,0.75995517,294.1805,459.0932
Cycle2:01:00-02:00,HFD,dark,20,0.6053326,2.101276,1.634493,0.1299162,0.777857359,298.0587,465.1615
Cycle2:02:00-03:00,HFD,dark,20,0.5826185,2.029537,1.547832,0.1078059,0.762652763,302.1628,471.5583
Cycle2:03:00-04:00,HFD,dark,20,0.5591836,1.943182,1.502394,0.08854257,0.773161752,305.2207,476.4663
Cycle2:04:00-05:00,HFD,dark,20,0.6227061,2.160823,1.684113,0.09206227,0.779384984,312.265,486.4236
Cycle2:05:00-06:00,HFD,dark,20,0.5906905,2.05775,1.568941,0.1038465,0.762454623,321.8008,500.0551
Cycle1:06:00-07:00,HFD,light,21,0.6535764,2.265733,1.775486,0.1016588,0.783625432,118.2934,159.977
Cycle1:07:00-08:00,HFD,light,21,0.5404497,1.872723,1.471152,0.07724589,0.785568394,128.7247,173.0083
Cycle1:08:00-09:00,HFD,light,21,0.5558489,1.931564,1.49354,0.07005306,0.773228327,130.4891,175.5474
Cycle1:09:00-10:00,HFD,light,21,0.5352219,1.858741,1.442195,0.07657269,0.775898848,132.8851,179.1658
Cycle1:10:00-11:00,HFD,light,21,0.5551081,1.930559,1.485958,0.06094924,0.76970349,135.3134,182.7536
Cycle1:11:00-12:00,HFD,light,21,0.51344,1.785184,1.376063,0.1122744,0.770824184,139.0253,188.1961
Cycle1:12:00-13:00,HFD,light,21,0.5475991,1.914873,1.428696,0.09960864,0.746104833,142.0045,192.4884
Cycle1:13:00-14:00,HFD,light,21,0.5330386,1.852601,1.431171,0.06350495,0.772519825,145.4058,196.9903
Cycle1:14:00-15:00,HFD,light,21,0.5487584,1.91019,1.462852,0.08003661,0.765814919,151.4802,205.5526
Cycle1:15:00-16:00,HFD,light,21,0.5388023,1.878293,1.42648,0.07288811,0.759455527,155.3556,210.2354
Cycle1:16:00-17:00,HFD,light,21,0.5356358,1.862532,1.434922,0.04801323,0.770414683,160.1913,216.5928
Cycle1:17:00-18:00,HFD,light,21,0.5010992,1.741708,1.34501,0.08970822,0.772236219,164.0606,221.6945
Cycle1:18:00-19:00,HFD,dark,21,0.6204982,2.148436,1.694982,0.07382602,0.788937627,169.2009,228.2216
Cycle1:19:00-20:00,HFD,dark,21,0.6928416,2.391028,1.920723,0.1040993,0.803304269,178.2449,240.2305
Cycle1:20:00-21:00,HFD,dark,21,0.6354684,2.204318,1.721449,0.09762389,0.780944038,186.8452,251.4908
Cycle1:21:00-22:00,HFD,dark,21,0.6116475,2.129705,1.628353,0.1500163,0.764590871,196.8855,263.8967
Cycle1:22:00-23:00,HFD,dark,21,0.5815232,2.025423,1.545985,0.1221531,0.76328994,201.7222,270.3712
Cycle1:23:00-00:00,HFD,dark,21,0.6993043,2.432794,1.869285,0.1551807,0.768369619,209.3429,280.4678
Cycle1:00:00-01:00,HFD,dark,21,0.6104057,2.129371,1.61083,0.1376751,0.756481609,214.9859,288.3156
Cycle1:01:00-02:00,HFD,dark,21,0.6219124,2.165895,1.654081,0.1220626,0.763693993,218.4428,293.5397
Cycle1:02:00-03:00,HFD,dark,21,0.5323061,1.856937,1.404684,0.09948695,0.756452158,219.9432,295.986
Cycle1:03:00-04:00,HFD,dark,21,0.6259105,2.177433,1.673218,0.1128187,0.768436044,224.0317,302.2844
Cycle1:04:00-05:00,HFD,dark,21,0.6778975,2.357555,1.814797,0.1300631,0.769779284,230.6055,312.027
Cycle1:05:00-06:00,HFD,dark,21,0.6275734,2.186635,1.665487,0.1121745,0.76166667,236.4133,320.4764
Cycle2:06:00-07:00,HFD,light,21,0.698862,2.426129,1.886372,0.1029272,0.777523372,244.352,331.3335
Cycle2:07:00-08:00,HFD,light,21,0.5150867,1.805695,1.327789,0.1237255,0.73533404,253.9126,344.0265
Cycle2:08:00-09:00,HFD,light,21,0.5151284,1.796568,1.360938,0.08807891,0.757521007,256.1355,347.2183
Cycle2:09:00-10:00,HFD,light,21,0.5507408,1.916253,1.471123,0.1074469,0.767708126,258.6213,350.6657
Cycle2:10:00-11:00,HFD,light,21,0.5248002,1.830018,1.387496,0.09907991,0.758187078,261.3049,354.2053
Cycle2:11:00-12:00,HFD,light,21,0.5126488,1.786051,1.361048,0.07964961,0.762043189,263.4554,356.9326
Cycle2:12:00-13:00,HFD,light,21,0.5684754,1.978693,1.515879,0.1059934,0.766101159,266.7433,361.4729
Cycle2:13:00-14:00,HFD,light,21,0.4927554,1.724754,1.279686,0.09288212,0.741952765,272.9787,370.4641
Cycle2:14:00-15:00,HFD,light,21,0.5863025,2.039156,1.569073,0.1072928,0.769471781,276.3814,375.3203
Cycle2:15:00-16:00,HFD,light,21,0.5065606,1.752323,1.389487,0.05625207,0.79294,281.7141,382.5377
