Time,Diet,Cycle,MouseID,EE,VO2,VCO2,VH2O,RER,PedMeters,AllMeters
Cycle2:07:00-08:00,HFD+LXN,light,29,0.4314098,1.50626,1.133808,0.0961946,0.752730604,271.3525,330.8671
Cycle2:08:00-09:00,HFD+LXN,light,29,0.437935,1.518874,1.187191,0.07276441,0.781625731,271.7859,331.436
Cycle2:09:00-10:00,HFD+LXN,light,29,0.4798326,1.656812,1.327048,0.08837908,0.800964744,272.9867,333.1274
Cycle2:10:00-11:00,HFD+LXN,light,29,0.4342111,1.507215,1.17262,0.07806263,0.778004465,273.6935,334.1744
Cycle2:11:00-12:00,HFD+LXN,light,29,0.4790822,1.648194,1.346448,0.05635981,0.816923251,274.0901,334.8419
Cycle2:12:00-13:00,HFD+LXN,light,29,0.4642538,1.611898,1.252327,0.0772782,0.776926952,274.3849,335.2494
Cycle2:13:00-14:00,HFD+LXN,light,29,0.4648335,1.619605,1.233599,0.06816711,0.761666579,275.9463,337.0897
Cycle2:14:00-15:00,HFD+LXN,light,29,0.5238111,1.810476,1.442223,0.07893921,0.796598795,278.4743,340.3691
Cycle2:15:00-16:00,HFD+LXN,light,29,0.4578009,1.595163,1.214716,0.05029313,0.761499609,280.7028,343.2675
Cycle2:16:00-17:00,HFD+LXN,light,29,0.4751531,1.643296,1.304693,0.07048725,0.793948869,280.9165,343.6034
Cycle2:17:00-18:00,HFD+LXN,light,29,0.4642625,1.604204,1.279873,0.05004106,0.797824342,281.0381,343.7932
Cycle2:18:00-19:00,HFD+LXN,dark,29,0.5359721,1.844668,1.503647,0.0768027,0.815131503,281.7654,344.8774
Cycle2:19:00-20:00,HFD+LXN,dark,29,0.6030232,2.080583,1.673427,0.122739,0.804306774,290.3206,355.9758
Cycle2:20:00-21:00,HFD+LXN,dark,29,0.5839418,2.016762,1.613294,0.1224868,0.79994268,303.3014,374.7115
Cycle2:21:00-22:00,HFD+LXN,dark,29,0.5657864,1.962013,1.534791,0.1466264,0.782253227,309.3871,384.646
Cycle2:22:00-23:00,HFD+LXN,dark,29,0.5616638,1.954382,1.499859,0.1750869,0.7674339,324.6758,404.6492
Cycle2:23:00-00:00,HFD+LXN,dark,29,0.5043819,1.75754,1.338063,0.1440447,0.761327196,327.9041,410.1691
Cycle2:00:00-01:00,HFD+LXN,dark,29,0.5175802,1.793891,1.407423,0.1396438,0.784564391,329.3953,413.6855
Cycle2:01:00-02:00,HFD+LXN,dark,29,0.5399395,1.867216,1.483084,0.108434,0.794275542,331.7001,418.1389
Cycle2:02:00-03:00,HFD+LXN,dark,29,0.4901034,1.71398,1.278115,0.1062547,0.745700067,336.3088,425.3568
Cycle2:03:00-04:00,HFD+LXN,dark,29,0.4877069,1.694784,1.310404,0.09303071,0.773198236,338.1028,428.5524
Cycle2:04:00-05:00,HFD+LXN,dark,29,0.5982296,2.07342,1.626714,0.1001878,0.784555951,344.3484,436.5919
Cycle2:05:00-06:00,HFD+LXN,dark,29,0.6279244,2.176246,1.707795,0.1297478,0.784743545,361.4533,457.4467
Cycle1:06:00-07:00,HFD+LXN,light,30,0.6649525,2.315567,1.769343,0.1661257,0.764107884,168.2266,216.4163
Cycle1:07:00-08:00,HFD+LXN,light,30,0.5192823,1.822695,1.33044,0.169241,0.729930131,177.2514,228.5386
Cycle1:08:00-09:00,HFD+LXN,light,30,0.5228214,1.81448,1.413041,0.1542329,0.778758101,177.9124,229.4575
Cycle1:09:00-10:00,HFD+LXN,light,30,0.5659059,1.969607,1.509534,0.1582274,0.766413807,187.0492,241.3629
Cycle1:10:00-11:00,HFD+LXN,light,30,0.5048817,1.763274,1.325164,0.1439077,0.751536063,188.6584,243.5022
Cycle1:11:00-12:00,HFD+LXN,light,30,0.4861965,1.690211,1.303937,0.1193951,0.771464036,192.2284,248.5667
Cycle1:12:00-13:00,HFD+LXN,light,30,0.4715471,1.62755,1.30646,0.01306946,0.802715738,192.5188,249.0001
Cycle1:13:00-14:00,HFD+LXN,light,30,0.4847019,1.657309,1.398653,0.009588729,0.84393013,192.8771,249.5289
Cycle1:14:00-15:00,HFD+LXN,light,30,0.4675002,1.612091,1.30056,0.0269053,0.806753465,197.0331,254.8794
Cycle1:15:00-16:00,HFD+LXN,light,30,0.5573784,1.914395,1.577765,0.01747905,0.824158546,200.4562,259.7391
Cycle1:16:00-17:00,HFD+LXN,light,30,0.5021555,1.733348,1.390716,0.04882985,0.802329365,203.5051,264.6916
Cycle1:17:00-18:00,HFD+LXN,light,30,0.5438595,1.878589,1.501633,0.09483585,0.799340888,204.9711,267.9363
Cycle1:18:00-19:00,HFD+LXN,dark,30,0.5747008,1.973846,1.626962,0.06675732,0.824259846,206.3275,270.9754
Cycle1:19:00-20:00,HFD+LXN,dark,30,0.7165061,2.461665,2.02563,0.0798993,0.822869887,217.9404,285.9469
Cycle1:20:00-21:00,HFD+LXN,dark,30,0.6239508,2.163157,1.694556,0.1095228,0.783371711,239.7791,313.2449
Cycle1:21:00-22:00,HFD+LXN,dark,30,0.6187148,2.132955,1.72327,0.1017262,0.807926093,248.6044,324.6401
Cycle1:22:00-23:00,HFD+LXN,dark,30,0.5887447,2.046695,1.579011,0.1198279,0.771493066,267.5739,349.2254
Cycle1:23:00-00:00,HFD+LXN,dark,30,0.5503977,1.903528,1.511294,0.1150101,0.793943667,271.8195,355.3304
Cycle1:00:00-01:00,HFD+LXN,dark,30,0.5430767,1.87624,1.498205,0.1025759,0.798514582,275.955,361.2945
Cycle1:01:00-02:00,HFD+LXN,dark,30,0.5723664,1.981503,1.564501,0.1072188,0.789552678,279.8249,366.7221
Cycle1:02:00-03:00,HFD+LXN,dark,30,0.6233588,2.156609,1.708967,0.1224519,0.792432472,290.7036,380.9654
Cycle1:03:00-04:00,HFD+LXN,dark,30,0.5263376,1.829855,1.411244,0.1149573,0.771232693,296.4519,388.9194
Cycle1:04:00-05:00,HFD+LXN,dark,30,0.565376,1.947119,1.581682,0.09618685,0.812319124,298.1578,391.7767
Cycle1:05:00-06:00,HFD+LXN,dark,30,0.6800946,2.352521,1.865845,0.117134,0.793125757,312.1656,410.2371
Cycle2:06:00-07:00,HFD+LXN,light,30,0.5982026,2.07095,1.635107,0.1212022,0.789544412,325.1092,427.3528
Cycle2:07:00-08:00,HFD+LXN,light,30,0.5315977,1.851542,1.413233,0.1199396,0.763273531,335.8152,441.3025
Cycle2:08:00-09:00,HFD+LXN,light,30,0.5225488,1.807531,1.433697,0.09654197,0.793179757,338.3385,445.1954
Cycle2:09:00-10:00,HFD+LXN,light,30,0.4899591,1.699426,1.327799,0.104967,0.781322046,339.6763,447.3649
Cycle2:10:00-11:00,HFD+LXN,light,30,0.5163112,1.787341,1.411642,0.09881786,0.789800044,341.84,450.6329
Cycle2:11:00-12:00,HFD+LXN,light,30,0.5500585,1.893,1.543696,0.07927638,0.815475964,344.4506,454.6996
Cycle2:12:00-13:00,HFD+LXN,light,30,0.5066751,1.74833,1.405439,0.1008234,0.803875127,349.2825,462.1284
Cycle2:13:00-14:00,HFD+LXN,light,30,0.4967327,1.727644,1.329324,0.08490873,0.769443242,352.2983,467.1798
Cycle2:14:00-15:00,HFD+LXN,light,30,0.4667548,1.62118,1.25694,0.07638388,0.775324147,353.324,468.974
Cycle2:15:00-16:00,HFD+LXN,light,30,0.5123734,1.764721,1.432905,0.06708284,0.811972544,354.0437,470.7648
Cycle2:16:00-17:00,HFD+LXN,light,30,0.5641061,1.947435,1.561415,0.08681388,0.80178029,360.2694,479.9237
Cycle2:17:00-18:00,HFD+LXN,light,30,0.5145977,1.78109,1.408093,0.06790981,0.790579364,364.0174,485.3792
Cycle2:18:00-19:00,HFD+LXN,dark,30,0.564198,1.936685,1.601107,0.08291987,0.826725565,366.7001,489.7383
Cycle2:19:00-20:00,HFD+LXN,dark,30,0.7050104,2.430704,1.962719,0.1073208,0.807469359,379.5421,507.0032
Cycle2:20:00-21:00,HFD+LXN,dark,30,0.5835835,2.008453,1.637504,0.0879231,0.815306109,390.8953,523.0883
Cycle2:21:00-22:00,HFD+LXN,dark,30,0.5712849,1.976038,1.567678,0.1374464,0.793344055,399.013,535.6406
Cycle2:22:00-23:00,HFD+LXN,dark,30,0.567773,1.960363,1.57061,0.1355759,0.80118325,401.7495,540.3206
Cycle2:23:00-00:00,HFD+LXN,dark,30,0.563363,1.952874,1.530838,0.1229494,0.783889795,405.6818,546.3105
Cycle2:00:00-01:00,HFD+LXN,dark,30,0.6940128,2.398696,1.911047,0.1306565,0.796702458,416.9548,560.8701
Cycle2:01:00-02:00,HFD+LXN,dark,30,0.5856113,2.033942,1.577235,0.1335444,0.775457216,433.0955,582.0856
Cycle2:02:00-03:00,HFD+LXN,dark,30,0.5282936,1.84424,1.389461,0.1406619,0.753405739,438.4044,589.4879
Cycle2:03:00-04:00,HFD+LXN,dark,30,0.5401561,1.874519,1.460327,0.130888,0.779040917,441.6133,594.1777
Cycle2:04:00-05:00,HFD+LXN,dark,30,0.5916052,2.062403,1.566145,0.1313792,0.759378744,450.7886,606.7808
Cycle2:05:00-06:00,HFD+LXN,dark,30,0.5904883,2.04398,1.614959,0.1343326,0.790105089,456.3344,614.641
Cycle1:06:00-07:00,HFD+LXN,light,31,0.6412776,2.22857,1.722573,0.1134177,0.772949919,294.7219,356.3476
Cycle1:07:00-08:00,HFD+LXN,light,31,0.6014616,2.090266,1.615392,0.1028036,0.772816474,309.8375,376.2216
Cycle1:08:00-09:00,HFD+LXN,light,31,0.5523672,1.922666,1.47278,0.09591056,0.766009281,314.2461,382.4764
Cycle1:09:00-10:00,HFD+LXN,light,31,0.5437882,1.888008,1.466996,0.09925684,0.777007301,318.4059,388.015
Cycle1:10:00-11:00,HFD+LXN,light,31,0.5238838,1.813072,1.434067,0.08806991,0.790959763,321.3451,391.8904
Cycle1:11:00-12:00,HFD+LXN,light,31,0.5471646,1.900279,1.474151,0.08041751,0.775755034,326.472,398.4097
Cycle1:12:00-13:00,HFD+LXN,light,31,0.5401734,1.875718,1.456313,0.08547292,0.776402956,329.4505,402.4498
Cycle1:13:00-14:00,HFD+LXN,light,31,0.5545267,1.919691,1.515922,0.08238526,0.789669796,332.6396,407.0898
Cycle1:14:00-15:00,HFD+LXN,light,31,0.5308814,1.837399,1.452832,0.05384382,0.790700332,337.3101,413.1812
Cycle1:15:00-16:00,HFD+LXN,light,31,0.5741448,1.993499,1.548554,0.09877857,0.776801995,340.5212,417.8265
Cycle1:16:00-17:00,HFD+LXN,light,31,0.5467291,1.889941,1.504425,0.05172278,0.796016913,343.9068,422.3463
Cycle1:17:00-18:00,HFD+LXN,light,31,0.6146352,2.112278,1.735473,0.05013382,0.821612023,350.2127,430.6726
Cycle1:18:00-19:00,HFD+LXN,dark,31,0.6857396,2.366743,1.900236,0.07141913,0.802890724,360.6224,444.4994
Cycle1:19:00-20:00,HFD+LXN,dark,31,0.7202087,2.493259,1.968848,0.1266415,0.789668462,388.5587,477.3033
Cycle1:20:00-21:00,HFD+LXN,dark,31,0.637171,2.214033,1.712488,0.1359723,0.773469953,407.306,500.6405
Cycle1:21:00-22:00,HFD+LXN,dark,31,0.6802056,2.355789,1.855873,0.1084968,0.78779254,417.0904,514.5638
Cycle1:22:00-23:00,HFD+LXN,dark,31,0.5732846,1.993999,1.533808,0.1288325,0.769212021,425.0906,525.8286
Cycle1:23:00-00:00,HFD+LXN,dark,31,0.5657845,1.958588,1.546965,0.09175403,0.789836862,425.5695,527.5765
Cycle1:00:00-01:00,HFD+LXN,dark,31,0.5741664,1.999396,1.527866,0.1023023,0.764163777,426.498,529.8817
Cycle1:01:00-02:00,HFD+LXN,dark,31,0.663222,2.307393,1.77239,0.1176426,0.768135294,437.0672,543.0377
Cycle1:02:00-03:00,HFD+LXN,dark,31,0.589021,2.048414,1.577051,0.103704,0.769888802,440.7047,548.2837
Cycle1:03:00-04:00,HFD+LXN,dark,31,0.585238,2.036321,1.563134,0.09451266,0.767626519,441.6535,550.7801
Cycle1:04:00-05:00,HFD+LXN,dark,31,0.6545818,2.272267,1.767353,0.1276308,0.777792839,445.3321,556.1517
Cycle1:05:00-06:00,HFD+LXN,dark,31,0.6952747,2.411803,1.883361,0.1311158,0.780893381,463.0053,578.3262
Cycle2:06:00-07:00,HFD+LXN,light,31,0.6842508,2.38395,1.816483,0.1577597,0.761963548,487.6216,608.0046
Cycle2:07:00-08:00,HFD+LXN,light,31,0.5568087,1.935442,1.494185,0.1105086,0.772012285,493.9654,616.701
Cycle2:08:00-09:00,HFD+LXN,light,31,0.5802245,2.024511,1.529664,0.1580104,0.755572086,501.8369,628.3748
Cycle2:09:00-10:00,HFD+LXN,light,31,0.5566504,1.942967,1.464985,0.14259,0.753993763,504.3409,632.6183
Cycle2:10:00-11:00,HFD+LXN,light,31,0.5175045,1.801833,1.377985,0.1339046,0.764768433,505.2397,634.7025
Cycle2:11:00-12:00,HFD+LXN,light,31,0.526314,1.840807,1.371864,0.1117885,0.745251403,507.2541,637.8159
Cycle2:12:00-13:00,HFD+LXN,light,31,0.5928491,2.054891,1.611657,0.1169094,0.784302914,512.088,644.3215
Cycle2:13:00-14:00,HFD+LXN,light,31,0.4961915,1.728633,1.317643,0.09338371,0.762245659,517.192,650.8461
Cycle2:14:00-15:00,HFD+LXN,light,31,0.5407442,1.874431,1.469502,0.09352176,0.783972309,518.3063,652.5432
Cycle2:15:00-16:00,HFD+LXN,light,31,0.5169436,1.794526,1.39557,0.09072093,0.777681683,518.8549,653.593
Cycle2:16:00-17:00,HFD+LXN,light,31,0.5081183,1.754374,1.405653,0.07033682,0.801227674,519.5114,654.9233
Cycle2:17:00-18:00,HFD+LXN,light,31,0.5805566,2.00445,1.606153,0.08292105,0.801293622,521.4064,657.7696
Cycle2:18:00-19:00,HFD+LXN,dark,31,0.7132136,2.464275,1.966714,0.08772366,0.798090311,529.5896,667.4879
Cycle2:19:00-20:00,HFD+LXN,dark,31,0.701852,2.423782,1.939789,0.1176192,0.800314962,550.0689,691.7799
Cycle2:20:00-21:00,HFD+LXN,dark,31,0.5831122,2.025916,1.568176,0.1460681,0.77405776,559.3809,704.1481
Cycle2:21:00-22:00,HFD+LXN,dark,31,0.5817611,2.020973,1.565428,0.1393192,0.774591249,561.2773,707.6362
Cycle2:22:00-23:00,HFD+LXN,dark,31,0.5623292,1.95133,1.520761,0.1173023,0.779345882,562.2653,709.3687
Cycle2:23:00-00:00,HFD+LXN,dark,31,0.5818114,2.025007,1.55181,0.1215213,0.766323277,564.2974,712.5616
Cycle2:00:00-01:00,HFD+LXN,dark,31,0.7124728,2.469984,1.935207,0.1269805,0.783489691,571.9825,722.3927
Cycle2:01:00-02:00,HFD+LXN,dark,31,0.5774328,2.015856,1.518437,0.1271486,0.75324676,586.1339,740.6151
Cycle2:02:00-03:00,HFD+LXN,dark,31,0.5604794,1.952982,1.486999,0.1089285,0.761399235,587.3871,743.0247
Cycle2:03:00-04:00,HFD+LXN,dark,31,0.5891836,2.053454,1.561541,0.1057683,0.760446058,589.8355,747.7145
Cycle2:04:00-05:00,HFD+LXN,dark,31,0.6642511,2.311071,1.774791,0.1053456,0.767951742,594.851,755.5722
Cycle2:05:00-06:00,HFD+LXN,dark,31,0.7450709,2.592072,1.991404,0.1354987,0.768267239,618.087,783.2839
Cycle1:06:00-07:00,HFD+LXN,light,32,0.5847564,2.026445,1.591067,0.05860704,0.78515183,198.8292,245.3464
Cycle1:07:00-08:00,HFD+LXN,light,32,0.4479499,1.549478,1.229058,0.04853139,0.793207777,211.3842,261.0169
Cycle1:08:00-09:00,HFD+LXN,light,32,0.5188423,1.784474,1.459999,0.05096784,0.818167707,217.4557,268.5209
Cycle1:09:00-10:00,HFD+LXN,light,32,0.4402826,1.531779,1.176584,0.05920777,0.768116027,223.5483,276.2826
Cycle1:10:00-11:00,HFD+LXN,light,32,0.4674444,1.616636,1.283523,0.05287188,0.793946813,226.2587,279.5505
Cycle1:11:00-12:00,HFD+LXN,light,32,0.4986484,1.735252,1.331085,0.06594141,0.76708455,232.929,288.1543
Cycle1:12:00-13:00,HFD+LXN,light,32,0.4668378,1.623352,1.250452,0.05441427,0.770290116,235.2989,291.0479
Cycle1:13:00-14:00,HFD+LXN,light,32,0.5059562,1.754601,1.372263,0.05242363,0.782094049,241.4973,299.1786
Cycle1:14:00-15:00,HFD+LXN,light,32,0.455517,1.578387,1.240078,0.03562224,0.785661565,245.6795,304.5388
Cycle1:15:00-16:00,HFD+LXN,light,32,0.5237404,1.808498,1.448208,0.057737,0.800779431,251.2814,311.8494
Cycle1:16:00-17:00,HFD+LXN,light,32,0.4588629,1.591641,1.243271,0.04498753,0.781125266,257.9649,320.4414
Cycle1:17:00-18:00,HFD+LXN,light,32,0.4772572,1.643392,1.336058,0.03652411,0.812988015,262.1001,325.6549
Cycle1:18:00-19:00,HFD+LXN,dark,32,0.6187416,2.131415,1.729162,0.05515506,0.8112742,274.1939,340.5606
Cycle1:19:00-20:00,HFD+LXN,dark,32,0.6355842,2.203196,1.727192,0.08332251,0.783948409,292.2488,363.0717
Cycle1:20:00-21:00,HFD+LXN,dark,32,0.5500056,1.906304,1.495494,0.09384968,0.784499219,308.293,382.8966
Cycle1:21:00-22:00,HFD+LXN,dark,32,0.4842795,1.678563,1.316553,0.06903671,0.784333385,317.8745,394.996
Cycle1:22:00-23:00,HFD+LXN,dark,32,0.5351605,1.85338,1.460374,0.07931433,0.787951742,325.0833,404.3303
Cycle1:23:00-00:00,HFD+LXN,dark,32,0.5946149,2.048039,1.662684,0.06967752,0.811841962,330.3779,411.1118
Cycle1:00:00-01:00,HFD+LXN,dark,32,0.5619779,1.954137,1.505463,0.09067732,0.770397879,346.7578,431.3449
Cycle1:01:00-02:00,HFD+LXN,dark,32,0.4997224,1.735,1.348166,0.07812674,0.777040922,351.4213,437.4753
Cycle1:02:00-03:00,HFD+LXN,dark,32,0.5184591,1.801093,1.395008,0.06848286,0.77453413,356.4866,444.1479
Cycle1:03:00-04:00,HFD+LXN,dark,32,0.5955882,2.060272,1.633761,0.07029965,0.79298316,362.7992,451.9152
Cycle1:04:00-05:00,HFD+LXN,dark,32,0.6460429,2.23551,1.769654,0.09049648,0.791610863,387.1474,480.0666
Cycle1:05:00-06:00,HFD+LXN,dark,32,0.6416788,2.225724,1.738761,0.09887815,0.781211417,417.0172,513.7914
Cycle2:06:00-07:00,HFD+LXN,light,32,0.5984398,2.071892,1.635325,0.101655,0.789290658,446.091,546.5144
Cycle2:07:00-08:00,HFD+LXN,light,32,0.4747838,1.649181,1.278157,0.08504681,0.7750253,460.6263,564.9891
Cycle2:08:00-09:00,HFD+LXN,light,32,0.535239,1.856543,1.450284,0.08929146,0.781174473,464.6932,570.3205
Cycle2:09:00-10:00,HFD+LXN,light,32,0.4735036,1.66379,1.206811,0.1046199,0.725338534,472.5901,580.4482
Cycle2:10:00-11:00,HFD+LXN,light,32,0.4640887,1.620584,1.21889,0.09805945,0.752130096,475.6189,584.3691
Cycle2:11:00-12:00,HFD+LXN,light,32,0.4624544,1.598418,1.273243,0.0791234,0.796564478,478.7484,588.3891
Cycle2:12:00-13:00,HFD+LXN,light,32,0.5223516,1.808637,1.426785,0.08069325,0.788873057,482.4216,592.9233
Cycle2:13:00-14:00,HFD+LXN,light,32,0.4740657,1.656017,1.242978,0.07897136,0.750582874,489.4446,601.8162
Cycle2:14:00-15:00,HFD+LXN,light,32,0.481742,1.674697,1.29209,0.06983607,0.771536582,493.442,606.7204
Cycle2:15:00-16:00,HFD+LXN,light,32,0.4994805,1.737123,1.336957,0.06854922,0.76963865,499.2207,613.9252
Cycle2:16:00-17:00,HFD+LXN,light,32,0.4936192,1.707755,1.353278,0.06218129,0.792430999,508.0438,624.7997
Cycle2:17:00-18:00,HFD+LXN,light,32,0.4909384,1.699839,1.341084,0.05811182,0.788947659,512.7629,630.6725
Cycle2:18:00-19:00,HFD+LXN,dark,32,0.5897927,2.029773,1.655102,0.05921471,0.815412364,519.3689,638.8779
Cycle2:19:00-20:00,HFD+LXN,dark,32,0.5946198,2.052425,1.647126,0.06562275,0.802526767,542.658,666.1679
Cycle2:20:00-21:00,HFD+LXN,dark,32,0.5781549,1.999503,1.58759,0.09129136,0.793992307,554.8559,681.0779
Cycle2:21:00-22:00,HFD+LXN,dark,32,0.5182562,1.805512,1.376204,0.0970071,0.762223679,570.1927,699.4673
Cycle2:22:00-23:00,HFD+LXN,dark,32,0.5295379,1.834754,1.442015,0.0905363,0.785944601,574.4074,704.5956
Cycle2:23:00-00:00,HFD+LXN,dark,32,0.59571,2.064304,1.621229,0.09649776,0.785363493,592.7759,725.6793
Cycle2:00:00-01:00,HFD+LXN,dark,32,0.5081295,1.767749,1.358163,0.1013965,0.768300816,599.3276,733.7347
Cycle2:01:00-02:00,HFD+LXN,dark,32,0.4946914,1.711403,1.356434,0.09758115,0.792585966,603.1031,738.5599
Cycle2:02:00-03:00,HFD+LXN,dark,32,0.5568856,1.932493,1.505852,0.0987829,0.779227661,611.6656,749.3062
Cycle2:03:00-04:00,HFD+LXN,dark,32,0.5704088,1.98376,1.526958,0.09498536,0.769729201,622.4628,762.5549
Cycle2:04:00-05:00,HFD+LXN,dark,32,0.5857264,2.030575,1.590969,0.09386955,0.783506642,632.6906,774.8435
Cycle2:05:00-06:00,HFD+LXN,dark,32,0.643023,2.22764,1.752187,0.09502745,0.786566501,648.6289,794.1248
Cycle1:06:00-07:00,HFD+LXN,light,33,0.6517951,2.268802,1.737705,0.1118016,0.765913024,141.3722,182.2395
Cycle1:07:00-08:00,HFD+LXN,light,33,0.5596542,1.957484,1.45852,0.07581347,0.745099321,145.5237,188.277
Cycle1:08:00-09:00,HFD+LXN,light,33,0.5174632,1.800296,1.38284,0.05371435,0.768118132,146.2746,189.7966
Cycle1:09:00-10:00,HFD+LXN,light,33,0.5443753,1.884367,1.488817,0.06671676,0.790088661,148.3565,193.709
Cycle1:10:00-11:00,HFD+LXN,light,33,0.5258908,1.829623,1.405338,0.07264768,0.7681025,149.0258,195.3204
Cycle1:11:00-12:00,HFD+LXN,light,33,0.5094309,1.777233,1.343979,0.09422241,0.756219922,149.4467,196.644
Cycle1:12:00-13:00,HFD+LXN,light,33,0.5687007,1.971259,1.545762,0.09879415,0.784149622,151.5786,200.377
Cycle1:13:00-14:00,HFD+LXN,light,33,0.5194061,1.802931,1.40273,0.06549222,0.778027556,152.4945,202.467
Cycle1:14:00-15:00,HFD+LXN,light,33,0.5226843,1.806782,1.438405,0.05684181,0.796114307,152.9568,204.4536
Cycle1:15:00-16:00,HFD+LXN,light,33,0.5092028,1.760211,1.401196,0.05176626,0.796038657,153.5245,205.735
Cycle1:16:00-17:00,HFD+LXN,light,33,0.5520968,1.912598,1.50458,0.04496074,0.786668186,155.6803,209.9483
Cycle1:17:00-18:00,HFD+LXN,light,33,0.6106741,2.123536,1.635668,0.09462544,0.770256779,158.142,214.9501
Cycle1:18:00-19:00,HFD+LXN,dark,33,0.5959271,2.062662,1.630351,0.07302105,0.790411129,159.4204,217.6747
Cycle1:19:00-20:00,HFD+LXN,dark,33,0.7336163,2.541998,1.997218,0.1021455,0.785688266,174.7458,236.9055
Cycle1:20:00-21:00,HFD+LXN,dark,33,0.6555913,2.27193,1.783766,0.1165424,0.785132464,189.2588,255.7939
Cycle1:21:00-22:00,HFD+LXN,dark,33,0.5923936,2.075084,1.532837,0.1660278,0.738686723,195.19,265.0226
Cycle1:22:00-23:00,HFD+LXN,dark,33,0.7503058,2.612838,1.996297,0.1604747,0.764033974,209.7447,283.1124
Cycle1:23:00-00:00,HFD+LXN,dark,33,0.6207283,2.16904,1.625031,0.168688,0.749193652,223.9916,300.9818
Cycle1:00:00-01:00,HFD+LXN,dark,33,0.5953031,2.084884,1.541762,0.1476063,0.739495339,230.1693,309.1138
Cycle1:01:00-02:00,HFD+LXN,dark,33,0.6456575,2.250056,1.712013,0.1349187,0.760875729,235.2611,316.0746
Cycle1:02:00-03:00,HFD+LXN,dark,33,0.6055619,2.119835,1.571815,0.150436,0.741479879,249.2558,334.0807
Cycle1:03:00-04:00,HFD+LXN,dark,33,0.5548505,1.951445,1.407654,0.1487344,0.721339315,252.127,338.2743
Cycle1:04:00-05:00,HFD+LXN,dark,33,0.5953645,2.082084,1.552667,0.1254008,0.745727358,253.2982,340.0019
Cycle1:05:00-06:00,HFD+LXN,dark,33,0.6530368,2.269602,1.753567,0.1155843,0.772631942,257.0505,345.4857
Cycle2:06:00-07:00,HFD+LXN,light,33,0.6440053,2.251037,1.683621,0.1174968,0.747931287,271.5079,363.6182
Cycle2:07:00-08:00,HFD+LXN,light,33,0.5251476,1.840904,1.35394,0.09828573,0.735475614,279.6021,373.8601
Cycle2:08:00-09:00,HFD+LXN,light,33,0.5448807,1.897877,1.448294,0.06811088,0.763112678,280.1928,374.7067
Cycle2:09:00-10:00,HFD+LXN,light,33,0.5466754,1.910031,1.432028,0.08633753,0.749740711,281.1909,376.1031
Cycle2:10:00-11:00,HFD+LXN,light,33,0.5431257,1.889285,1.452463,0.07660106,0.76878978,282.7029,378.6838
Cycle2:11:00-12:00,HFD+LXN,light,33,0.5634772,1.956075,1.521153,0.0768084,0.777655765,286.5777,384.2216
Cycle2:12:00-13:00,HFD+LXN,light,33,0.5263379,1.827568,1.419395,0.09184003,0.776657832,287.6916,386.232
Cycle2:13:00-14:00,HFD+LXN,light,33,0.5213162,1.804265,1.426758,0.07640325,0.790769649,287.9402,387.0621
Cycle2:14:00-15:00,HFD+LXN,light,33,0.6091462,2.109557,1.662452,0.1128967,0.788057398,293.5324,395.0328
Cycle2:15:00-16:00,HFD+LXN,light,33,0.5384089,1.873013,1.439364,0.06892507,0.768475179,297.1398,400.2253
Cycle2:16:00-17:00,HFD+LXN,light,33,0.5462393,1.887019,1.507456,0.07143737,0.798855761,299.3942,403.7968
Cycle2:17:00-18:00,HFD+LXN,light,33,0.5881593,2.035882,1.608718,0.1187548,0.790182339,301.0861,406.8731
Cycle2:18:00-19:00,HFD+LXN,dark,33,0.5889407,2.037918,1.613241,0.09271929,0.791612322,302.9874,410.3376
Cycle2:19:00-20:00,HFD+LXN,dark,33,0.6945993,2.400397,1.913827,0.1038511,0.797296031,311.2987,421.4201
Cycle2:20:00-21:00,HFD+LXN,dark,33,0.6591905,2.288361,1.779456,0.1153594,0.777611574,325.8968,440.2145
Cycle2:21:00-22:00,HFD+LXN,dark,33,0.6283888,2.181354,1.696592,0.1107369,0.777770137,328.6852,445.1196
Cycle2:22:00-23:00,HFD+LXN,dark,33,0.6421248,2.233875,1.716435,0.1392592,0.768366627,340.6394,460.7313
Cycle2:23:00-00:00,HFD+LXN,dark,33,0.6338482,2.214404,1.661095,0.1637019,0.750131864,346.9936,469.4785
Cycle2:00:00-01:00,HFD+LXN,dark,33,0.5905715,2.064029,1.544774,0.1252159,0.7484265,348.9652,472.5044
Cycle2:01:00-02:00,HFD+LXN,dark,33,0.6014275,2.098039,1.587177,0.1277503,0.756505003,350.2568,475.2581
Cycle2:02:00-03:00,HFD+LXN,dark,33,0.6084255,2.126268,1.592045,0.134109,0.748750863,353.9322,481.2607
Cycle2:03:00-04:00,HFD+LXN,dark,33,0.5627784,1.965978,1.475333,0.143007,0.7504321,355.0216,483.3809
Cycle2:04:00-05:00,HFD+LXN,dark,33,0.6063015,2.112716,1.608328,0.1325859,0.76126086,356.4512,486.3527
Cycle2:05:00-06:00,HFD+LXN,dark,33,0.7244508,2.515844,1.952295,0.1355757,0.776000022,365.9501,499.1313
Cycle1:06:00-07:00,HFD+LXN,light,34,0.6129833,2.115245,1.700006,0.06919508,0.803692244,197.1209,249.017
Cycle1:07:00-08:00,HFD+LXN,light,34,0.4591104,1.597742,1.225262,0.06257936,0.766870997,208.1562,263.1354
